x_m,y_m,z_m,volume_m3,Uair_x_m_s,Uair_y_m_s,Uair_z_m_s,p_m2_s2,alpha_air,particle_theta
0.086311681693490058,0.044518481708525848,0.049999999999999996,3.4974399999999995e-05,-1.1444838159127553,-0.076497282612166984,3.6015145377232231e-20,-111.50978578993495,0.2533256057869423,0.7466743942130577
0.010396380933581448,0.069260693508795379,0.05000000000000001,4.131416000000005e-05,0.46478715624916039,-1.9202102978216091,0,-116.825274013995,0.099999999999999978,0.92041956263484559
0.031251939049959369,0.067509771844570854,0.049999999999999989,4.0564160000000038e-05,0.28164372541776039,-1.5200455178316945,8.5292787671555895e-20,-118.44853589019418,0.22391154203987829,0.77608845796012171
0.052107910767291502,0.065758815456611414,0.049999999999999989,3.9814160000000034e-05,-0.92092408776646262,-2.373912087870206,5.5110405181936033e-19,-116.12644369468994,0.099999999999999978,0.99948126358738232
0.072964319907980441,0.06400782234491495,0.05000000000000001,3.9064160000000002e-05,-0.61148619725108011,-1.0227120072394686,2.0308007967290093e-19,-112.61382158903582,0.38176083846493725,0.61823916153506275
0.093821192159723704,0.0622567903528791,0.050000000000000003,3.8314159999999956e-05,-0.77200401456051337,-0.36063776130229475,3.0032246732511135e-20,-107.56304265176556,0.4277390205558782,0.5722609794441218
0.011230921473996762,0.089001244534261115,0.049999999999999996,4.4653919999999991e-05,-0.21336319063277265,-1.0709375294133934,1.7141068536384827e-22,-113.70997965424581,0.24515762156737098,0.75484237843262902
0.033755517663989924,0.086750231566262589,0.05000000000000001,4.3903919999999959e-05,-0.80905785977140177,-1.6311128558508063,2.3733622183565099e-21,-112.28560620093694,0.19350328627068492,0.80649671372931508
0.056280466180839817,0.084499183388206681,0.050000000000000003,4.3153919999999995e-05,-0.30693870753066138,-1.2162405296130168,-8.8306747320360987e-22,-110.15306158400078,0.37513586382622022,0.62486413617377978
0.078805785719408342,0.082248098131807931,0.050000000000000017,4.2403920000000038e-05,-0.30170820828240219,-0.7844203178908844,0,-108.94739538898509,0.3903231223630742,0.6096768776369258
0.10133149632099932,0.079996973794223117,0.050000000000000003,4.1653919999999965e-05,-0.67980955467900728,-0.41662105572867081,1.2920049442068631e-21,-106.17111463578408,0.36677536422107859,0.63322463577892141
0.011204041461775812,0.10877890458302357,0.050000000000000003,4.5211563134120984e-05,-0.15390352513052077,-0.41525693740611103,0,-110.67862577412902,0.3311925712212016,0.6688074287787984
0.033505072713803812,0.10666481231494074,0.050000000000000003,4.648868885511737e-05,-0.073240397349324679,-0.35158076153053386,-1.088075713823101e-22,-110.37782710124911,0.36082881133068156,0.63917118866931844
0.05580532692220079,0.10455079370900897,0.050000000000000017,4.7765814576113675e-05,-0.34975126211949348,0.025776408477369894,-1.0355433410626697e-21,-108.4199574063655,0.41080384709942119,0.58919615290057881
0.078104864791875686,0.10243684301052668,0.049999999999999996,4.9042940297110075e-05,-0.37065747158503737,-0.33578979332993358,0,-108.11637908039943,0.29536200358028131,0.70463799641971869
0.10040374086496319,0.10032295504901081,0.050000000000000003,5.0320066018106379e-05,-0.55049970959224215,-0.035955356059551982,0,-106.21728006069687,0.5590725555090823,0.44092744449091775
0.010430682022866304,0.12932264448258662,0.050000000000000003,4.2447068757563413e-05,0.072348537379497715,-0.36056452088228969,1.35682359690358e-19,-105.78045453230223,0.2984278718457567,0.7015721281542433
0.031110960257656518,0.12815332271546281,0.05000000000000001,4.4620097503088119e-05,-0.012117265025607636,-0.2487649845272189,9.6922904099660677e-20,-106.0491034646667,0.40740294962636314,0.59259705037363686
0.051791238395631566,0.12698400095381321,0.05000000000000001,4.6793126248612812e-05,-0.13930302916221993,-0.21236207499095527,-8.2843738641154184e-23,-106.69616071231205,0.43212518607043438,0.56787481392956562
0.07247151644968082,0.12581467919690903,0.05000000000000001,4.8966154994137626e-05,-0.23498824108123512,-0.20369731861480853,0,-106.78687330910233,0.57495026243077119,0.42504973756922887
0.093151794430503004,0.12464535744414532,0.049999999999999996,5.1139183739662306e-05,-0.27064528671614657,-0.2114797902220299,0,-105.38688452553826,0.8758557589333299,0.12414424106667013
0.010168318033180324,0.15000000000000002,0.05000000000000001,4.1508734279819304e-05,0.027510991960897659,-0.18612014803487173,1.5819735711122261e-20,-105.01352540493124,0.41817080324192735,0.58182919675807265
0.030299665470224439,0.14999999999999999,0.050000000000000003,4.3978386394744568e-05,0.14213967363265292,-0.23434500559706897,4.6145491083744031e-20,-104.72042120848569,0.46126162103450141,0.53873837896549859
0.050431609123387788,0.14999999999999997,0.05000000000000001,4.6448038509669818e-05,0.12500985231082071,0.0021740298720924756,-5.9896605198378424e-25,-105.77915027698259,0.4236788406707398,0.5763211593292602
0.070564058691203912,0.14999999999999999,0.050000000000000003,4.8917690624595048e-05,-0.13284236704447852,0.069029079919681713,5.4977062459012291e-23,-104.34260271713339,0.84345883880963535,0.15654116119036462
0.090696941231594552,0.14999999999999999,0.050000000000000017,5.1387342739520299e-05,-0.22431001424814767,-0.1963448929259124,0,-102.03178762626082,0.96433760500356325,0.035662394996436697
0.010430682022866303,0.17067735551741339,0.050000000000000003,4.244706875756346e-05,0.028769589945665169,-0.23911390113891051,-2.5606487250876673e-20,-105.18749442041643,0.59755972428954451,0.40244027571045554
0.031110960257656518,0.17184667728453717,0.050000000000000003,4.462009750308818e-05,0.01197433160919982,-0.23150719939999026,-3.1683658745089666e-20,-103.03629625333622,0.50568018322793229,0.49431981677206766
0.051791238395631559,0.17301599904618675,0.05000000000000001,4.6793126248612907e-05,0.064302359755889882,-0.24402767654599195,-3.5378110785353623e-22,-102.62388037876075,0.5636035912659505,0.4363964087340495
0.072471516449680834,0.17418532080309096,0.049999999999999989,4.8966154994137606e-05,0.025039727630098402,0.032857373580991972,2.7535531059979053e-22,-101.74811092817704,0.91579203312307733,0.084207966876922724
0.093151794430503004,0.17535464255585467,0.050000000000000003,5.1139183739662306e-05,-0.018592642626713354,-0.055231756740087519,-1.6050565543013802e-22,-99.330517981857952,0.98208227448522289,0.017917725514777133
0.011204041461775819,0.19122109541697646,0.050000000000000003,4.5211563134120957e-05,0.013125856896770708,-0.29551665221972606,-3.9869473351659472e-20,-103.04530913799475,0.85234121702286259,0.14765878297713739
0.033505072713803798,0.19333518768505925,0.050000000000000003,4.6488688855117262e-05,-0.074932579965258789,-0.20969686350862721,-4.02750573424793e-20,-102.24789592283332,0.724058253349809,0.275941746650191
0.055805326922200804,0.19544920629099105,0.050000000000000003,4.7765814576113688e-05,0.092510706865368705,0.0032049198295280024,-4.257291561349218e-22,-99.449125646058505,0.84105406107798342,0.15894593892201656
0.078104864791875672,0.19756315698947333,0.050000000000000017,4.9042940297109986e-05,0.061013534313200918,0.095671178939516238,1.8845256810850887e-22,-98.333478607113292,0.99199275004068499,0.0080072499593150468
0.10040374086496318,0.19967704495098917,0.050000000000000003,5.0320066018106373e-05,0.15232992730373784,0.044663382681551955,-1.4851264195948036e-22,-96.51313457665303,0.99349664536149085,0.0065033546385091122
0.011230921473996762,0.2109987554657389,0.05000000000000001,4.4653920000000113e-05,-0.021021055293922473,-0.3457522893720914,9.0317595163118246e-23,-100.77666668676881,0.86955151129999197,0.130448488700008
0.033755517663989917,0.21324976843373747,0.050000000000000003,4.3903920000000149e-05,-0.03922645045418309,-0.18322535614663074,1.1756553987482862e-22,-98.868392960089125,0.86434158789395954,0.13565841210604043
0.056280466180839803,0.21550081661179329,0.049999999999999982,4.3153920000000103e-05,0.022093434870775135,-0.059886843313114869,6.0901360407077929e-20,-97.948047029247235,0.95601684478388449,0.043983155216115462
0.078805785719408342,0.21775190186819204,0.049999999999999975,4.2403920000000072e-05,-0.0016947012685262705,-0.010689358982852185,1.3157668114785166e-19,-96.550536565267549,0.98610862810447508,0.013891371895524878
0.10133149632099933,0.22000302620577689,0.050000000000000003,4.1653919999999992e-05,0.013866299540358021,0.037262495660152731,6.624163065244945e-20,-94.822056828856489,1,0
0.010396380933581447,0.23073930649120461,0.050000000000000017,4.1314159999999867e-05,-0.0086184970828620151,-0.31438882477850572,-7.0816638221381054e-20,-98.531849646461424,0.85900629763424707,0.14099370236575293
0.031251939049959369,0.23249022815542916,0.050000000000000017,4.0564159999999862e-05,-0.071303856803674848,-0.095481672474790474,-5.0247899034905616e-20,-97.38045699714074,0.88382875473361933,0.11617124526638063
0.052107910767291508,0.23424118454338852,0.05000000000000001,3.9814159999999871e-05,-0.076563873806912514,0.02500626826676601,5.2616100644801267e-20,-96.607180117510353,1,0
0.072964319907980427,0.23599217765508504,0.050000000000000024,3.9064160000000022e-05,0.032925120619952002,0.12107391435959587,1.0827031373577014e-19,-95.534422254115711,1,0
0.093821192159723718,0.2377432096471209,0.050000000000000024,3.8314159999999977e-05,0.036218295424546035,0.15973954051466371,5.9803684185977455e-20,-94.031598262599104,1,0
0.0095619106562456167,0.25047819548608191,0.049999999999999996,3.7974400000000115e-05,-0.034065961670808123,-0.4148635917269376,-5.5137279695913346e-20,-96.936505027648579,0.90003552069057957,0.099964479309420456
0.028748583189348927,0.25172897597633098,0.049999999999999989,3.7224400000000124e-05,-0.017213066317983174,-0.24560942985716139,-4.8392370511671311e-20,-96.373689730171435,0.8962631776459139,0.10373682235408607
0.047935748089692129,0.25297978856403391,0.05000000000000001,3.6474400000000025e-05,-0.099938190301276625,-0.24092330376559296,1.7562818240272763e-22,-95.728665802246667,1,0
0.067123436367629213,0.25423063527075801,0.050000000000000003,3.5724400000000095e-05,-0.12746584339935968,-0.17893344754364174,2.7808745724298942e-22,-94.833492221853902,1,0
0.086311681693490072,0.25548151829147414,0.050000000000000003,3.4974400000000009e-05,-0.084081083852356214,0.010310845082242823,-6.3881055563395744e-22,-93.538496871170338,1,0
0.0087275309680404714,0.2702149416499397,0.050000000000000003,3.4634639999999957e-05,-0.063117170363006903,-0.29049933668465305,3.0854901871909878e-23,-95.401408496450358,0.88094750348678064,0.11905249651321939
0.026245515947662425,0.27096550570799438,0.049999999999999996,3.3884639999999892e-05,-0.065688319438173645,0.021383730831520745,9.9291589998281838e-23,-94.861061089171699,0.94977972259128396,0.050220277408716076
0.043764096903864548,0.27171609530086938,0.049999999999999996,3.3134639999999948e-05,-0.14588958470890201,0.18859991773925822,6.7982819187075686e-23,-94.887821835253618,1,0
0.061283315243539319,0.27246671220265745,0.050000000000000024,3.2384639999999971e-05,-0.13097624024775562,0.079131557626554064,-2.6249337887929429e-20,-94.290933340023429,1,0
0.078803216300308759,0.27321735835569277,0.050000000000000017,3.1634639999999891e-05,-0.10541215560393152,0.12219768590861155,-3.0711867545442174e-20,-93.268561843101637,1,0
0.0078932708717251304,0.28994885894007794,0.049999999999999996,3.1294879999999996e-05,-0.15250820661455577,-0.33262353065873129,-2.949333101432081e-21,-96.160055513057515,0.89752181505282713,0.10247818494717288
0.023742831997192331,0.29019908977652986,0.049999999999999989,3.0544880000000025e-05,-0.23163702898480792,-0.26716954883063121,-5.424692597575518e-22,-95.473795171147714,0.98714353823951106,0.012856461760488956
0.039593129211819837,0.290449332234263,0.050000000000000003,2.9794879999999993e-05,-0.23695596668485885,-0.24968318890493194,0,-95.02846837619154,1,0
0.055444219537726908,0.29069958721353534,0.05000000000000001,2.9044879999999968e-05,-0.24003349456379758,-0.27007745377084114,-1.4304629830372266e-20,-94.45194780842462,1,0
0.071296166042874184,0.29094985571005538,0.049999999999999989,2.8294879999999869e-05,-0.28809701694352391,-0.26736806329112928,-1.8349787487247441e-20,-93.603324302703641,1,0
0.092757557779581737,0.0076971577476716013,0.050000000000000003,4.5360801701162866e-05,0.1405757110473953,-0.59082313978779299,0,-110.96857294358935,0.330507225494588,0.669492774505412
0.12143022618285919,0.005780716537555239,0.050000000000000003,3.411332415023514e-05,0.049338836141126219,-0.39039983887021074,0,-104.42005953960893,0.28244334526244785,0.71755665473755215
0.15051814761486884,0.0042517751370814948,0.050000000000000003,2.5115563485197561e-05,0.45818245725098172,-0.1594898305265994,-9.047105603045151e-20,-92.264461741181265,0.34851305458105941,0.65148694541894059
0.1800240071064361,0.0031818284367269912,0.049999999999999996,1.8840875958715322e-05,0.19495075611682622,-0.13468321390028939,-6.6930806242012286e-20,-83.592249208289431,0.35734295410454631,0.64265704589545369
0.20994086636638468,0.0026276846043971395,0.050000000000000003,1.5618930944998639e-05,-0.40699671688454997,-0.13698232420026263,1.4528502019223498e-22,-76.70134304488073,0.45943609801116858,0.54056390198883142
0.099688734709056925,0.02318530520233781,0.050000000000000003,4.3767166638900381e-05,-0.64084852197894282,0.2984362786519611,5.389982118682521e-21,-109.11674158405052,0.32557021070405479,0.67442978929594521
0.12582870418503458,0.017396503464585291,0.05000000000000001,3.3200953143062084e-05,-0.30801816703751184,0.22520167345122016,0,-103.58779730797741,0.47168507762529643,0.52831492237470357
0.15310787923807834,0.012789753767590697,0.050000000000000003,2.4538760006583005e-05,-0.1011517208045899,0.24880343753931949,8.0463683111866206e-21,-92.819916623440463,0.53857393286068067,0.46142606713931938
0.18134828867448574,0.0095712408312586487,0.050000000000000003,1.8399507428830512e-05,-0.45878937826620042,0.33489381174668165,7.3864653602988719e-21,-84.045677994355501,0.44152711637184605,0.55847288362815395
0.21034233045534398,0.007905515212620555,0.050000000000000003,1.5217821993635e-05,-0.90697481703821103,0.23899415539097044,-5.335251366682922e-22,-76.600162743015261,0.66023141082897219,0.33976858917102781
0.10662337065998892,0.038681182056342384,0.05000000000000001,4.2173531576637916e-05,-0.7626420686859674,0.014968870824260655,3.096569431546728e-21,-108.77320679612095,0.36836952674554613,0.63163047325445387
0.13022916415774072,0.029017524508364177,0.050000000000000003,3.2288582135889027e-05,-0.37283753240425577,-0.24465521747429783,4.6367434196489273e-20,-100.60461615722373,0.39797280468129703,0.60202719531870297
0.15569863291250627,0.021331101956313409,0.050000000000000003,2.3961956527968482e-05,-0.25545573438434643,0.11375409065123848,2.3849305634659358e-21,-92.229709017090798,0.29529708922826603,0.70470291077173397
0.1826729325179183,0.015962401137168909,0.050000000000000024,1.7958138898945646e-05,-0.61990994776475739,0.16559057253073839,-4.5614817708356786e-21,-83.790360439093078,0.37677707632216062,0.62322292367783938
0.21074381377243684,0.013183598602685699,0.050000000000000017,1.4816713042271351e-05,-1.244113707093049,0.087837799703732011,-1.7095582308081515e-23,-76.80560780649482,0.42133387304180447,0.57866612695819553
0.11356187315568479,0.0541856989459501,0.049999999999999989,4.0579896514375343e-05,-0.70462260259081766,0.085497552727650167,6.02580728912179e-21,-107.37196750994929,0.32582292280317682,0.67417707719682318
0.13463177899876075,0.04064423626860849,0.050000000000000003,3.137621112871597e-05,-0.26563774585739258,0.24444035647973544,9.9639379517155723e-22,-98.194316874352651,0.40967038337404804,0.59032961662595196
0.15829048426597025,0.029876069037461143,0.05000000000000001,2.3385153049353949e-05,-0.7118777828229883,0.57861875468579549,-1.0272772597069736e-20,-92.081304339437281,0.39546399754930694,0.60453600245069306
0.18399796602139687,0.022355441480367857,0.05000000000000001,1.7516770369060867e-05,-0.97596112097710974,0.11733872218630031,-3.3922512449918295e-20,-83.112035228747658,0.35360096160692722,0.64639903839307278
0.21114531792271071,0.018461955875281544,0.050000000000000017,1.4415604090907739e-05,-0.81829032834934812,0.055590474199957905,-2.475778868373776e-22,-76.99532123165018,0.62770291026044567,0.37229708973955428
0.12050471635250698,0.069699915403147142,0.05000000000000001,3.8986261452112831e-05,-0.470419551767429,-0.015569953372061657,-3.9041720892177699e-21,-105.12744162459384,0.40570742212141275,0.59429257787858725
0.13903674231855531,0.052277150044421593,0.049999999999999989,3.0463840121542906e-05,-0.39075640949279644,0.0028222272987395991,-1.3314314737002955e-21,-100.0749858888677,0.29101356207039031,0.70898643792960969
0.16088351657653738,0.038424929567033625,0.05000000000000001,2.2808349570739396e-05,-0.53842726385815365,0.28932877818043756,1.1215405199976341e-20,-92.656665201559917,0.49782761875472759,0.50217238124527241
0.18532341940096297,0.028750507647637324,0.050000000000000003,1.7075401839175997e-05,-0.7400040118595822,0.28953368585919409,-2.8291984485136815e-20,-81.85920114495525,0.46338137987782746,0.53661862012217254
0.21154684469496546,0.02374061054678887,0.050000000000000017,1.4014495139544098e-05,-0.49480315562067356,-0.23570899186259248,-8.8604403426908102e-23,-76.285416957385607,0.60770708548256802,0.39229291451743198
0.12050471635250705,0.23030008459685286,0.05000000000000001,3.8986261452112844e-05,-0.07217660958369107,-0.13482186800528867,-2.9141818426092367e-20,-92.51662848451376,1,0
0.13903674231855534,0.24772284995557831,0.049999999999999989,3.0463840121542845e-05,-0.14920879873517492,-0.23955318066704018,-7.8248624684331109e-20,-88.950475439362691,1,0
0.16088351657653735,0.26157507043296629,0.049999999999999989,2.2808349570739437e-05,-0.26429247928851296,-0.14915635429466451,-1.2251033623084222e-22,-81.340677425292,1,0
0.185323419400963,0.27124949235236273,0.050000000000000017,1.7075401839176193e-05,-0.43322630103278603,-0.083198211017863913,-2.9257032737353265e-20,-74.899438096441827,1,0
0.21154684469496546,0.2762593894532111,0.050000000000000003,1.4014495139544239e-05,-0.23895360743704414,-0.20513534868032965,-1.5656339431802402e-20,-69.08156755426694,1,0
0.11356187315568485,0.24581430105404986,0.050000000000000003,4.0579896514375451e-05,-0.052196029030952634,0.18315129909575392,-9.8386365468939495e-21,-91.793125637012025,1,0
0.13463177899876075,0.25935576373139146,0.049999999999999989,3.1376211128715868e-05,-0.054468371405369934,0.056978373819175754,-1.6341887561457459e-20,-88.092257514017859,1,0
0.15829048426597031,0.27012393096253884,0.050000000000000003,2.3385153049353939e-05,-0.066790199951978213,0.11901408502723973,-1.6855391850799095e-22,-81.739101268597111,1,0
0.18399796602139695,0.27764455851963221,0.050000000000000044,1.7516770369060613e-05,-0.19884672305571111,0.078854925902338641,3.1918773862784712e-20,-75.270795390924818,1,0
0.21114531792271068,0.28153804412471845,0.050000000000000044,1.4415604090907671e-05,-0.060724440989659512,0.099059030634326015,-9.3194923398384463e-21,-69.126737964862727,1,0
0.106623370659989,0.26131881794365758,0.050000000000000003,4.2173531576637977e-05,-0.068025607173773719,-0.015415779105849688,8.3036507349066318e-21,-91.457838191912799,1,0
0.13022916415774075,0.27098247549163579,0.050000000000000003,3.2288582135889162e-05,-0.090705713369640145,-0.14608112533114814,1.4274155839736445e-20,-87.9274267309207,1,0
0.15569863291250624,0.27866889804368661,0.05000000000000001,2.3961956527968597e-05,-0.25294749492782376,-0.13531200318566367,-3.7806510888235379e-22,-82.202469040599212,1,0
0.18267293251791825,0.28403759886283109,0.049999999999999975,1.7958138898945703e-05,-0.36796028167993156,-0.085914032330004539,2.8453629112332741e-20,-75.76017929065506,1,0
0.21074381377243684,0.28681640139731435,0.049999999999999968,1.4816713042271344e-05,-0.076297439464522748,-0.13791098197372934,-1.0033187852616116e-20,-69.163262228419839,1,0
0.099688734709056925,0.27681469479766219,0.05000000000000001,4.3767166638900706e-05,-0.0028033828961646079,0.26079451695212674,9.2499917388719884e-21,-91.478388369677447,1,0
0.12582870418503461,0.28260349653541467,0.049999999999999996,3.3200953143062029e-05,0.093935545534342607,0.26134120062267518,1.3795893477031973e-20,-88.051364390453699,1,0
0.15310787923807836,0.28721024623240932,0.05000000000000001,2.4538760006582873e-05,0.16276277017524635,0.22364777305983785,8.6973317107532992e-23,-82.630209929526288,1,0
0.18134828867448577,0.29042875916874134,0.05000000000000001,1.839950742883037e-05,0.13031951147403137,0.11545027911397282,3.5882610100583488e-20,-76.068179407248124,1,0
0.2103423304553439,0.29209448478737943,0.050000000000000024,1.5217821993634949e-05,0.1696120790526055,0.11267776743579686,3.6683000594865234e-20,-69.203380046702478,1,0
0.092757557779581737,0.2923028422523285,0.049999999999999989,4.536080170116288e-05,-0.32732875850601323,-0.26502125918045338,2.5619997424339021e-20,-92.036080754529607,1,0
0.12143022618285924,0.2942192834624448,0.049999999999999996,3.4113324150235073e-05,-0.39412761304324218,-0.24192603206119229,3.3974088606230872e-20,-88.613583711678103,1,0
0.15051814761486884,0.29574822486291846,0.05000000000000001,2.5115563485197493e-05,-0.30331398231527806,-0.16934941152953784,-2.0362493683003042e-20,-83.193119203472079,1,0
0.18002400710643607,0.29681817156327295,0.049999999999999982,1.8840875958715301e-05,-0.37334339587494214,-0.077494619667929768,1.3883948978083619e-20,-76.494585993830313,1,0
0.20994086636638468,0.29737231539560283,0.05000000000000001,1.5618930944998517e-05,-0.029878502365593057,-0.11032766673803564,3.9306066476862438e-20,-69.340773511899954,1,0
0.24000000000000002,-0.19000000000000009,0.050000000000000003,6.0000000000000063e-05,-0.73286671373648793,0.48666619301193209,-1.4883404223262342e-20,-48.144809055195616,0.99345501530502123,0.0065449846949787302
0.27000000000000002,-0.19,0.05000000000000001,6.0000000000000103e-05,-1.9257719805258953,0.3170998235343655,0,-48.860321885241085,0.98472836904504968,0.01527163095495036
0.30000000000000004,-0.19000000000000006,0.050000000000000031,6.0000000000000008e-05,-2.8151805082071824,-0.00098113245586110929,4.0142127989200511e-21,-50.320726005350345,0.96291175339512047,0.037088246604879499
0.32999999999999996,-0.19000000000000003,0.05000000000000001,6.0000000000000056e-05,-3.3734130013923256,-0.19608401916899218,-1.9429749046899252e-20,-48.841704733498595,0.88328110627287926,0.1167188937271207
0.36000000000000004,-0.19,0.050000000000000003,5.9999999999999995e-05,-3.610194764438321,-0.30455636802725938,-1.7865373787354095e-20,-48.268780070129658,0.6825682422935313,0.31743175770646875
0.23999999999999996,-0.17000000000000004,0.050000000000000024,5.99999999999999e-05,-0.69835526579368712,1.0816617100462691,-2.7111813184923608e-20,-49.276281845123847,0.9989091692175035,0.0010908307824964579
0.27000000000000002,-0.17000000000000001,0.050000000000000017,5.9999999999999968e-05,-1.4671040974072984,0.90302369406510086,3.0330463746385012e-20,-49.99701706954388,0.99236418452252484,0.0076358154774751972
0.30000000000000004,-0.17000000000000001,0.049999999999999996,6.000000000000011e-05,-1.8543923403787377,0.51878229678285581,5.1036798545530536e-20,-50.915772716503078,0.95091261478765954,0.049087385212340434
0.33000000000000007,-0.17000000000000004,0.050000000000000044,5.9999999999999968e-05,-1.8695700708029066,0.095701131339689327,4.9701369730588533e-21,-49.53809690745841,0.93673181461520549,0.063268185384794492
0.36000000000000015,-0.17000000000000007,0.05000000000000001,5.9999999999999974e-05,-1.9186255982796256,-0.12994328604414707,-1.9231667175336664e-20,-49.6970457590919,0.89091692175035431,0.10908307824964567
0.23999999999999999,-0.15000000000000002,0.050000000000000003,5.9999999999999968e-05,-0.51376689074473247,1.7266405318836928,3.2919692649370776e-20,-51.327350679599093,0.99781833843500711,0.0021816615649929132
0.26999999999999996,-0.14999999999999997,0.049999999999999996,6.0000000000000083e-05,-0.85030448502668421,1.2761439339313778,3.6123105892700721e-20,-52.404008355351479,0.99018252295753195,0.0098174770424680913
0.30000000000000004,-0.15000000000000002,0.050000000000000003,6.0000000000000117e-05,-0.89823460437126035,0.488277581552363,2.911301270009866e-20,-52.391213373848089,0.96182092261262409,0.038179077387375887
0.33000000000000002,-0.14999999999999999,0.050000000000000003,5.9999999999999981e-05,-0.79849944219909452,-0.086538371245288098,3.0098123320155923e-20,-50.556062222916069,0.94109513774519138,0.058904862254808656
0.35999999999999999,-0.14999999999999999,0.049999999999999982,6.0000000000000103e-05,-0.92173308669057186,-0.24700052196047478,-1.5536996782428929e-20,-50.389659141671061,0.90509772192280846,0.094902278077191524
0.23999999999999999,-0.13,0.05000000000000001,6.000000000000009e-05,-0.35141931428144446,2.0544283150314322,0,-53.115888199905207,0.99127335374002834,0.0087266462599716356
0.27000000000000002,-0.13,0.050000000000000017,6.0000000000000008e-05,-0.3731687887462406,1.3549928054777918,0,-54.105417863047307,0.98036504591506379,0.019634954084936207
0.29999999999999999,-0.12999999999999998,0.05000000000000001,5.9999999999999954e-05,-0.24637211430701939,0.43161531089798488,0,-54.129241883754595,0.94764012244017004,0.052359877559829938
0.32999999999999996,-0.12999999999999998,0.050000000000000003,6.0000000000000056e-05,-0.41117253823298533,0.15597799422354919,0,-52.226636182288345,0.94327679931018438,0.056723200689815671
0.35999999999999999,-0.12999999999999998,0.050000000000000003,5.9999999999999974e-05,-0.78764306667553641,-0.0097117963191051156,0,-50.879760919720361,0.92473267600774456,0.075267323992255497
0.23999999999999996,-0.11000000000000003,0.05000000000000001,5.999999999999992e-05,-0.23273926879421325,2.1801367069521698,0,-54.481140500178434,0.99672750765251061,0.0032724923474893725
0.27000000000000002,-0.11,0.05000000000000001,6.0000000000000002e-05,-0.074568924204426928,1.3064648646489143,0,-54.734258641084267,0.98691003061004257,0.013089969389957474
0.29999999999999999,-0.11,0.05000000000000001,5.9999999999999954e-05,-0.048341448978832621,0.40155920823049157,0,-53.894519102164971,0.95200344557015593,0.047996554429844109
0.32999999999999996,-0.11,0.050000000000000017,5.99999999999999e-05,-0.17361551460263763,0.18682878970599398,-2.6590846450055953e-20,-52.093550630741674,0.94545846087517704,0.054541539124822902
0.35999999999999993,-0.10999999999999999,0.049999999999999982,5.9999999999999981e-05,-0.50877267914917257,-0.011714271386138522,-3.7826904919211616e-20,-51.132706847523345,0.9585484302651347,0.041451569734865343
