cell_id,x_m,y_m,z_m,volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s,Cd_1,LAD_per_m,qPlant_m2_per_s3
10,-4999.999999999999,5000,25.27581672872492,218082118.7462992,4.675408188411489,2.365345626116798,2.718195206222988e-15,300.0000011146813,-41.63249171320039,10.12327022251759,1.830294471614434,0.1931940331775173,1.560596886949295,2.10891434408952,0,0,0
11,-5000.000000000001,-5000,27.48710748124916,224176031.7585488,5.236582272063952,2.640806184643654,-2.600378478412706e-13,300.0000010279355,-63.32525391764412,10.12327024690916,1.799122406705481,0.1337237663082847,2.178488814144525,2.943903304928492,0,0,0
12,5000,5000,25.27581672872492,218082118.7462991,4.675408250544917,2.365345623089168,1.168536664291331e-15,300.0000011146824,-41.63249171304625,10.12327022267156,1.83029453540133,0.1931940421600202,1.560596923165313,2.108914393033012,0,0,0
13,5000,-5000.000000000001,27.48710748124916,224176031.7585488,5.236582337913379,2.640806179459949,-5.26511973588537e-15,300.0000010279355,-63.32525392447846,10.1232702400748,1.799122475123943,0.1337237730512359,2.178488869985986,2.943903380393385,0,0,0
14,-5000.000000000001,5000,27.48710748124916,224176031.7585488,5.236582333858073,2.640806177822348,-3.542560106775869e-15,300.0000010279343,-63.32525392578304,10.12327023877049,1.799122456921848,0.1337237713997462,2.178488852809893,2.943903357181228,0,0,0
15,-5000,-5000,29.76018878115134,230440228.2218869,5.667630429632662,2.8498457904306,-1.880490315171719e-13,300.000000961519,-85.62418140320115,10.12327026370455,1.777416822371381,0.1009704316352669,2.815962513337218,3.80535412932418,0,0,0
16,5000,5000,27.48710748124916,224176031.7585488,5.236582399723711,2.640806172635433,5.724844940246812e-15,300.0000010279355,-63.32525392562896,10.12327023892431,1.799122525344908,0.1337237781429078,2.178488908659061,2.943903432657687,0,0,0
17,4999.999999999999,-5000,29.76018878115134,230440228.2218869,5.667630497733398,2.849845783339997,-6.649774032100674e-15,300.0000009615193,-85.62418141000521,10.12327025690045,1.777416895098421,0.1009704371826704,2.81596258906877,3.805354231669934,0,0,0
18,-5000,4999.999999999999,29.76018878115134,230440228.2218869,5.667630494539799,2.849845782169405,-5.435584504355727e-17,300.0000009615181,-85.62418141130986,10.12327025559614,1.777416874790076,0.1009704357220392,2.81596256545524,3.805354199758047,0,0,0
19,-5000.000000000001,-5000,32.09678725426794,236879466.4014311,6.019180736233359,3.018291096303597,-2.10875366471457e-13,300.0000009075851,-108.5462123602714,10.12327028098906,1.760722607124998,0.08046564695376485,3.467479346708215,4.685782174619812,0,0,0
20,4999.999999999999,5000,29.76018878115134,230440228.2218869,5.667630562658254,2.849845775075704,5.376652512657748e-15,300.0000009615196,-85.62418141115594,10.12327025574962,1.777416947521717,0.1009704412696524,2.815962641195522,3.805354302116184,0,0,0
21,5000,-4999.999999999999,32.09678725426793,236879466.4014312,6.019180805955393,3.018291087599079,-1.274566746547051e-14,300.0000009075854,-108.5462123670387,10.12327027422165,1.760722683729116,0.08046565176192413,3.467479441232473,4.685782302363331,0,0,0
22,-4999.999999999999,5000,32.09678725426792,236879466.4014312,6.019180803490664,3.018291086814182,7.636368062553906e-16,300.0000009075839,-108.5462123683434,10.12327027291747,1.76072266158169,0.08046565042288073,3.467479411703351,4.685782262456937,0,0,0
23,-4999.999999999999,-4999.999999999999,34.49867777389243,243498637.5234701,6.317504499450757,3.159517096769347,-2.146356477790894e-13,300.0000008620667,-132.1087582953065,10.12327029873776,1.746866799474386,0.06650143078137362,4.129819796846434,5.580836743395163,0,0,0
24,5000,5000.000000000001,32.09678725426793,236879466.4014312,6.019180873232012,3.018291078106896,4.074013212317019e-15,300.0000009075864,-108.5462123681896,10.12327027307042,1.760722738189339,0.08046565523117782,3.467479506235578,4.685782390211408,0,0,0
25,5000.000000000001,-5000.000000000001,34.49867777389244,243498637.52347,6.317504570544343,3.159517086731074,-1.062258269261211e-14,300.0000008620667,-132.1087583020306,10.12327029201373,1.746866879487774,0.06650143508225449,4.129819908080565,5.580836893721596,0,0,0
26,-5000.000000000001,5000.000000000001,34.49867777389244,243498637.52347,6.317504568653953,3.159517086245456,-4.97186038748211e-15,300.0000008620653,-132.1087583033355,10.12327029070943,1.746866855758188,0.06650143383284531,4.129819873470753,5.580836846948981,0,0,0
27,-5000,-5000,36.9676848089639,250302769.4908212,6.577881075679566,3.281287572725607,-2.064569464952036e-13,300.0000008225966,-156.3297172482203,10.12327031694451,1.734723114183095,0.05641377590330472,4.800844849022653,6.487627276226885,0,0,0
28,5000,5000,34.49867777389243,243498637.5234701,6.317504639767948,3.159517076204591,4.672830771477819e-15,300.0000008620683,-132.1087583031818,10.12327029086188,1.746866935774176,0.06650143813380313,4.129819984712396,5.580836997285497,0,0,0
29,5000,-4999.999999999999,36.9676848089639,250302769.4908212,6.577881148077873,3.281287561605243,-1.127253803209686e-14,300.0000008225968,-156.3297172548947,10.12327031027004,1.734723197133443,0.05641377982772829,4.800844974181992,6.487627445372929,0,0,0
30,-5000.000000000001,5000,36.9676848089639,250302769.4908212,6.577881146614492,3.281287561339994,-5.068662609905895e-15,300.0000008225956,-156.3297172561996,10.12327030896572,1.734723172062703,0.05641377865153172,4.800844935510491,6.487627393111191,0,0,0
31,-5000,-5000,39.50568380992807,257297030.7020135,6.809946233552016,3.388488651744877,-2.095099299948267e-13,300.0000007876841,-181.2274873876133,10.12327033560922,1.723664083513323,0.04880358205818957,5.47893407153244,7.403964001054685,0,0,0
32,4999.999999999998,4999.999999999999,36.9676848089639,250302769.4908213,6.577881219033866,3.281287550217058,5.760978830366025e-15,300.0000008225988,-156.3297172560461,10.1232703091176,1.734723255015272,0.05641378257600467,4.800845060677918,6.487627562268004,0,0,0
33,5000.000000000001,-5000.000000000002,39.50568380992807,257297030.7020135,6.809946307278559,3.38848863976258,-1.329542096618128e-14,300.0000007876847,-181.227487394232,10.12327032899015,1.723664168937827,0.04880358568580302,5.47893420734854,7.403964184603345,0,0,0
34,-5000,5000,39.50568380992807,257297030.7020135,6.809946306111786,3.388488639649885,1.390958697461548e-15,300.0000007876837,-181.2274873955371,10.12327032768567,1.723664142749526,0.04880358457357254,5.478934165725924,7.40396412835331,0,0,0
35,-5000,-5000,42.1146026333241,264486733.9771913,7.020155694526218,3.484386409756201,-2.070665149999277e-13,300.0000007563318,-206.8209809859304,10.12327035473348,1.713316924529596,0.04286922520288899,6.162717854097252,8.327996093322412,0,0,0
36,5000.000000000001,5000,39.50568380992807,257297030.7020135,6.8099463798598,3.388488627664934,7.671816935403205e-15,300.0000007876866,-181.2274873953839,10.12327032783722,1.723664228176348,0.04880358820123223,5.478934301551573,7.403964311914673,0,0,0
37,4999.999999999999,-4999.999999999998,42.11460263332409,264486733.9771914,7.020155769647886,3.484386397101825,-1.313964093304842e-14,300.000000756333,-206.8209809924878,10.12327034817525,1.713317011980849,0.04286922858516287,6.16271799699017,8.327996286435749,0,0,0
38,-4999.999999999999,4999.999999999999,42.11460263332409,264486733.9771914,7.020155768666647,3.484386397085338,-1.157491374086109e-15,300.0000007563323,-206.820980993793,10.12327034687058,1.713316984881458,0.04286922753121565,6.162717953551247,8.327996227731006,0,0,0
39,-4999.999999999999,-4999.999999999998,44.79642300617861,271877340.5937126,7.213042638601241,3.571268130199995,-2.069706701383763e-13,300.0000007278392,-233.1296387851449,10.12327037432021,1.703447601087646,0.03811972917082882,6.850941529470865,9.258028056610964,0,0,0
40,4999.999999999999,4999.999999999999,42.11460263332408,264486733.9771914,7.020155843810088,3.484386384428181,8.117718092315086e-15,300.0000007563355,-206.8209809936401,10.12327034702142,1.713317072335417,0.0428692309135445,6.16271809645574,8.327996420859774,0,0,0
41,5000,-5000,44.79642300617862,271877340.5937124,7.213042715203121,3.57126811703562,-1.538325798620113e-14,300.0000007278406,-233.1296387916356,10.12327036782855,1.703447690135778,0.0381197323426835,6.850941675689061,9.258028254219143,0,0,0
42,-4999.999999999999,4999.999999999999,44.79642300617861,271877340.5937126,7.213042714315273,3.571268117069664,-8.282699867634677e-15,300.0000007278403,-233.1296387929407,10.12327036652366,1.703447662315597,0.03811973134319931,6.8509416315431,9.258028194558781,0,0,0
43,-4999.999999999999,-4999.999999999999,47.55318203131971,279474464.4345108,7.391912133467263,3.650796084291926,-2.085279544622672e-13,300.0000007016977,-260.1734447638747,10.12327039437213,1.6939020191006,0.03423812201164098,7.542392787793009,10.19242163398171,0,0,0
44,5000,4999.999999999999,44.79642300617861,271877340.5937125,7.213042790939213,3.571268103902399,6.562452436381585e-15,300.000000727843,-233.1296387927884,10.12327036667409,1.703447751366973,0.03811973451512146,6.850941777775271,9.258028392185633,0,0,0
45,4999.999999999999,-4999.999999999999,47.55318203131971,279474464.4345108,7.391912211638645,3.650796070754716,-1.704997024553737e-14,300.0000007016994,-260.1734447702935,10.12327038795195,1.693902109333723,0.03423812499776852,7.542392933529563,10.19242183094005,0,0,0
46,-4999.999999999999,4999.999999999999,47.55318203131971,279474464.4345108,7.391912210769457,3.650796070803096,-3.610509330224817e-15,300.0000007016989,-260.1734447715986,10.12327038664722,1.693902080968046,0.03423812404993672,7.542392889723353,10.1924217717387,0,0,0
47,-5000,-5000,50.38697373475433,287283876.252408,7.559249249383969,3.724215257713098,-2.037640815047915e-13,300.000000677525,-287.9729413171453,10.12327041489181,1.684574388303127,0.03101086308505913,8.235861658376995,11.12954172935013,0,0,0
48,4999.999999999999,4999.999999999999,47.55318203131972,279474464.4345108,7.391912288963239,3.650796057262895,5.644075722513662e-15,300.0000007017012,-260.1734447714469,10.12327038679712,1.693902171204957,0.03423812703614285,7.542393035476339,10.19242196871909,0,0,0
49,5000,-5000,50.38697373475432,287283876.252408,7.559249329210427,3.724215243917944,-1.836857187050668e-14,300.0000006775268,-287.9729413234871,10.12327040854831,1.684574479326999,0.03101086590356503,8.235861799867491,11.12954192057143,0,0,0
50,-5000,5000.000000000001,50.38697373475432,287283876.252408,7.559249328300755,3.72421524395274,1.659244595432056e-15,300.0000006775269,-287.9729413247924,10.1232704072429,1.684574450577384,0.03101086500513895,8.235861757358428,11.12954186312292,0,0,0
51,-5000.000000000001,-5000.000000000001,53.299950656284,295311508.0535283,7.716971331437131,3.792481639021858,-2.052300976359138e-13,300.0000006550307,-316.5492448603256,10.12327043587879,1.675389305340321,0.02828894622286798,8.930118400669564,12.06772653043492,0,0,0
52,5000,5000,50.38697373475432,287283876.252408,7.559249408150029,3.724215230154515,8.672858996736365e-15,300.0000006775289,-287.9729413246412,10.1232704073924,1.684574541605543,0.03101086782373172,8.235861898867789,11.12954205436959,0,0,0
53,5000.000000000002,-5000.000000000002,53.29995065628401,295311508.0535282,7.716971412996059,3.792481625063836,-1.366851099532958e-14,300.0000006550327,-316.5492448665862,10.1232704296163,1.675389396777662,0.02828894888746962,8.930118534275039,12.06772671100147,0,0,0
54,-5000.000000000001,5000.000000000001,53.299950656284,295311508.0535283,7.716971412000444,3.792481625064219,-4.108847728211621e-15,300.0000006550331,-316.5492448678913,10.12327042831078,1.675389367793089,0.02828894803652442,8.930118493911616,12.06772665645249,0,0,0
55,-4999.999999999996,-4999.999999999996,56.29432548456797,303563457.6032653,7.866590594251935,3.856344826756748,-2.052186974540181e-13,300.0000006339806,-345.924061869092,10.12327045733855,1.666291147755276,0.02596528515654188,9.623901894831492,13.00527182037861,0,0,0
56,5000.000000000001,5000.000000000001,53.299950656284,295311508.0535283,7.716971493582676,3.79248161110306,1.042106337538027e-14,300.0000006550351,-316.5492448677409,10.12327042845925,1.675389459235164,0.02828895070121867,8.930118627538333,12.06772683704768,0,0,0
57,4999.999999999998,-4999.999999999997,56.29432548456797,303563457.6032653,7.866590677610036,3.856344812713258,-1.763716451528642e-14,300.0000006339822,-345.9240618752669,10.12327045116194,1.666291239244942,0.02596528767794755,9.623902017108431,13.00527198563691,0,0,0
58,-4999.999999999997,4999.999999999997,56.29432548456797,303563457.6032653,7.866590676494969,3.856344812664445,-1.209314202486077e-15,300.0000006339832,-345.924061876572,10.1232704498558,1.666291210162849,0.02596528687274566,9.623901979616896,13.00527193496887,0,0,0
59,-5000,-5000,59.37237273787483,312045993.058107,8.009322667236686,3.916403120193698,-2.004263347645744e-13,300.0000006141875,-376.1197053675991,10.1232704792763,1.657237549770182,0.02396096483560629,10.31591458728879,13.94042414743404,0,0,0
60,4999.999999999996,4999.999999999996,56.29432548456796,303563457.6032653,7.866590759876959,3.856344798617776,9.216883098957472e-15,300.0000006339842,-345.9240618764224,10.12327045000433,1.666291301657611,0.02596528939424696,9.623902101917267,13.00527210025878,0,0,0
61,5000.000000000001,-5000.000000000001,59.37237273787485,312045993.058107,8.009322752448712,3.916403106126384,-2.410248915401739e-14,300.0000006141891,-376.1197053736846,10.12327047318888,1.657237640966367,0.02396096722240994,10.31591469504788,13.94042429307407,0,0,0
62,-5000.000000000001,5000.000000000001,59.37237273787485,312045993.058107,8.009322751191046,3.916403106018699,-7.679032890460045e-15,300.00000061419,-376.1197053749896,10.12327047188285,1.657237611913607,0.02396096646132593,10.31591466102416,13.9404242470923,0,0,0
63,-5000.000000000001,-5000,62.5364304917999,320765557.7269065,8.146161262706624,3.973141372278326,-2.003433829561574e-13,300.0000005955029,-407.1591118773857,10.12327050169267,1.648195252163379,0.02221655995279922,11.00482178844464,14.87137987594759,0,0,0
64,5000.000000000001,5000.000000000001,59.37237273787485,312045993.058107,8.009322836427629,3.916403091948173,3.307541001062397e-15,300.000000614191,-376.1197053748408,10.12327047203047,1.657237703115161,0.02396096884822589,10.31591476880865,13.94042439276661,0,0,0
65,5000,-5000,62.5364304917999,320765557.7269065,8.146161349814863,3.973141358234745,-1.925931098901152e-14,300.000000595505,-407.1591118833782,10.12327049569785,1.648195342734881,0.02221656221207723,11.00482187879895,14.87137999806798,0,0,0
66,-5000,5000,62.5364304917999,320765557.7269065,8.146161348400325,3.973141358062794,-1.833770525046447e-15,300.0000005955057,-407.1591118846828,10.1232704943921,1.648195313828567,0.02221656149355561,11.00482184870506,14.87137995739688,0,0,0
67,-4999.999999999999,-4999.999999999999,65.78890215526049,329728774.9652128,8.277930885870649,4.026957674400594,-1.989829044998913e-13,300.0000005778035,-439.0658588398869,10.12327052458954,1.63913738356319,0.02068647168755029,11.68925403277071,15.79628837569239,0,0,0
68,5000,5000,62.5364304917999,320765557.7269065,8.146161435533845,3.973141344015967,1.135419054234304e-14,300.0000005955069,-407.159111884535,10.12327049453836,1.648195404405664,0.02221656375292934,11.00482193908671,14.87138007955415,0,0,0
69,5000,-4999.999999999999,65.7889021552605,329728774.9652128,8.277930974904825,4.026957660415695,-1.76411939578892e-14,300.0000005778055,-439.0658588457821,10.12327051869164,1.639137473192622,0.02068647382526659,11.68925410317339,15.79628847085131,0,0,0
70,-4999.999999999999,4999.999999999998,65.78890215526049,329728774.9652128,8.277930973326736,4.026957660177635,3.347523256679676e-15,300.0000005778058,-439.0658588470872,10.12327051738606,1.639137444540946,0.02068647314779965,11.68925407733799,15.79628843593504,0,0,0
71,-5000,-5000,69.13225829611829,338942453.2063462,8.405324892189649,4.078182591306018,-1.987732809153526e-13,300.0000005609846,-471.8641825257858,10.12327054797191,1.630041632711783,0.0193351274162842,12.36781170587129,16.7132582746779,0,0,0
72,4999.999999999999,4999.999999999999,65.7889021552605,329728774.9652127,8.277931062386971,4.026957646189454,9.420264431614228e-15,300.0000005778071,-439.0658588469404,10.12327051753107,1.639137534176198,0.02068647528561099,11.68925414777003,15.79628853113357,0,0,0
73,5000,-4999.999999999999,69.13225829611829,338942453.2063463,8.40532498316713,4.078182577403447,-1.775992953067438e-14,300.0000005609866,-471.8641825315813,10.12327054217366,1.630041721094947,0.01933512943757383,12.36781175414372,16.71325833993114,0,0,0
74,-5000,5000,69.13225829611829,338942453.2063462,8.405324981425256,4.078182577100358,-1.019417876538127e-14,300.0000005609875,-471.8641825328862,10.12327054086728,1.630041692797914,0.01933512879969044,12.36781173276605,16.71325831103898,0,0,0
75,-5000,-5000.000000000001,72.56903851781537,348413591.1330715,8.52893351494542,4.127093297849988,-2.012800875871344e-13,300.0000005449611,-505.5789964448165,10.12327057183938,1.620888991291577,0.01813436658422367,13.03907141668952,17.62036607025955,0,0,0
76,4999.999999999999,4999.999999999999,69.13225829611828,338942453.2063463,8.405325072429635,4.078182563194469,6.171102083692513e-15,300.0000005609883,-471.8641825327406,10.12327054101183,1.6300417811871,0.01933513082107406,12.36781178106978,16.71325837633448,0,0,0
77,5000,-5000,72.5690385178154,348413591.1330714,8.528933607871627,4.127093284043283,-2.179268750447079e-14,300.0000005449631,-505.5789964505094,10.12327056614328,1.620889078136948,0.01813436849359472,13.03907144104008,17.62036610318596,0,0,0
78,-5000,5000,72.56903851781539,348413591.1330714,8.528933605971099,4.127093283678594,-3.307823330803461e-15,300.0000005449643,-505.578996451814,10.12327056483679,1.620889050286991,0.0181343678938542,13.03907142419667,17.62036608042125,0,0,0
79,-4999.999999999998,-4999.999999999999,76.1018533884495,358149382.9937514,8.649264871277172,4.173924147211125,-2.015700756147678e-13,300.0000005296557,-540.2359102699872,10.12327059619963,1.611662871604636,0.01706160271508393,13.70159374576969,18.51566659978371,0,0,0
80,4999.999999999999,5000,72.56903851781537,348413591.1330715,8.528933698925112,4.127093269868521,1.413018417291694e-14,300.0000005449652,-505.5789964516698,10.12327056497969,1.620889137138535,0.01813436980331753,13.03907144858025,17.62036611339228,0,0,0
81,4999.999999999999,-4999.999999999999,76.10185338844948,358149382.9937514,8.649264966146079,4.173924133504774,-2.594937567791335e-14,300.0000005296586,-540.235910275575,10.12327059060715,1.611662956632895,0.01706160451656303,13.70159374480293,18.51566659849752,0,0,0
82,-5000,5000,76.1018533884495,358149382.9937513,8.64926496409651,4.17392413308377,5.05617117187581e-16,300.0000005296594,-540.2359102768794,10.12327058930134,1.611662929315326,0.01706160395355128,13.70159373245649,18.51566658180991,0,0,0
83,-4999.999999999999,-4999.999999999999,79.7333864237538,368157224.0671092,8.766760953293442,4.21887469040996,-1.973467558518718e-13,300.0000005150082,-575.8612492906144,10.1232706210501,1.602348476335038,0.01609850570522535,14.35393208514908,19.39720498640752,0,0,0
84,4999.999999999999,4999.999999999998,76.10185338844948,358149382.9937514,8.649265058994187,4.173924119373982,1.134954399725857e-14,300.0000005296606,-540.2359102767367,10.1232705894422,1.611663014349858,0.01706160575512016,13.70159373152436,18.51566658057049,0,0,0
85,4999.999999999999,-4999.999999999998,79.7333864237538,368157224.0671092,8.766761050088151,4.218874676800342,-2.134330512166944e-14,300.0000005150107,-575.8612492960945,10.12327061556562,1.602348559278557,0.01609850740246216,14.35393205786547,19.39720494955792,0,0,0
86,-4999.999999999999,4999.999999999999,79.7333864237538,368157224.0671092,8.766761047902799,4.218874676329737,3.201219946247639e-15,300.0000005150112,-575.8612492973989,10.12327061426038,1.602348532572109,0.01609850687479207,14.35393204987676,19.39720493875923,0,0,0
87,-5000,-5000,83.46639612548761,378444716.2796505,8.881809972532617,4.262115842258146,-1.928019629355781e-13,300.0000005009626,-612.4820744089326,10.12327064639499,1.592932341515985,0.01523004050229126,14.99464233098574,20.26302973726382,0,0,0
88,5000,4999.999999999999,79.7333864237538,368157224.0671092,8.766761144727305,4.218874662716604,8.265901052016878e-15,300.0000005150128,-575.8612492972575,10.12327061439896,1.602348615521986,0.0160985085721161,14.35393202262935,19.39720490195858,0,0,0
89,5000,-5000,83.46639612548761,378444716.2796505,8.881810071226015,4.26211582873443,-1.989741236273688e-14,300.0000005009641,-612.4820744143033,10.12327064102135,1.592932422118329,0.01523004209863518,14.99464227677243,20.26302966402267,0,0,0
90,-5000,5000,83.46639612548761,378444716.2796505,8.881810068920968,4.262115828221966,-4.51824736490165e-15,300.0000005009641,-612.4820744156077,10.12327063971702,1.592932396095621,0.01523004160494777,14.99464227291371,20.26302965880515,0,0,0
91,-5000.000000000001,-5000.000000000001,87.30371807678603,389019673.9800366,8.994756009355873,4.303794676988602,-1.978077613269428e-13,300.0000004874678,-650.1262026954773,10.1232706722426,1.58340200092167,0.01444375467867445,15.62229321301069,21.11120670219958,0,0,0
92,5000,4999.999999999999,83.46639612548758,378444716.2796506,8.881810167645252,4.262115814694632,1.637864470646583e-14,300.0000005009659,-612.4820744154675,10.12327063985379,1.592932476704545,0.01523004320137867,14.9946422187387,20.26302958561573,0,0,0
93,5000.000000000001,-5000.000000000001,87.30371807678603,389019673.9800366,8.994756109911268,4.303794663533533,-2.477598118302928e-14,300.0000004874702,-650.1262027007365,10.12327066697867,1.583402078937521,0.01444375617723739,15.62229313162554,21.11120659223961,0,0,0
94,-5000.000000000001,5000.000000000002,87.30371807678603,389019673.9800366,8.994756107504823,4.303794662987655,-7.488065237956547e-15,300.0000004874705,-650.1262027020407,10.123270665674,1.583402053665492,0.01444375571620356,15.6222931315954,21.11120659219594,0,0,0
95,-4999.999999999997,-4999.999999999997,91.24826709606069,399890129.8748962,9.105906640914531,4.344038195556546,-1.990995679379526e-13,300.0000004744811,-688.8222285188479,10.12327069859839,1.573745737230059,0.01372924290012913,16.23547705521213,21.93983361525878,0,0,0
96,5000.000000000002,5000.000000000001,87.30371807678603,389019673.9800366,8.994756208092245,4.303794649528851,1.518059607847703e-14,300.0000004874717,-650.1262027019025,10.12327066580974,1.583402131688156,0.0144437572148536,15.62229305025056,21.1112064822904,0,0,0
97,4999.999999999997,-4999.999999999997,91.2482670960607,399890129.8748962,9.105906743286315,4.344038182147206,-2.307165843754237e-14,300.0000004744837,-688.8222285239941,10.12327069344678,1.57374581242499,0.01372924430383091,16.23547694675887,21.93983346872014,0,0,0
98,-4999.999999999998,4999.999999999998,91.24826709606069,399890129.8748962,9.105906740798364,4.344038181576762,3.772223186087355e-16,300.000000474484,-688.8222285252983,10.12327069214189,1.573745787965296,0.01372924387415335,16.23547695019816,21.93983347336493,0,0,0
99,-5000,-5000,95.30303945108706,411064341.1303757,9.215539032286717,4.382956310567977,-1.964145852329316e-13,300.0000004619664,-728.5995452659045,10.12327072546441,1.563952396353035,0.0130777391315841,16.83282076590797,22.74705494614846,0,0,0
100,4999.999999999998,4999.999999999998,91.24826709606073,399890129.8748961,9.105906843203373,4.344038168163545,9.984712070545722e-15,300.0000004744854,-688.8222285251614,10.12327069227592,1.573745863167167,0.01372924527794096,16.23547684178666,21.93983332688272,0,0,0
101,5000,-5000.000000000001,95.30303945108706,411064341.1303757,9.215539136421063,4.382956297176471,-1.627295629319381e-14,300.0000004619687,-728.5995452709368,10.12327072042683,1.563952468503147,0.01307774044318481,16.83282063080375,22.74705476359495,0,0,0
102,-5000.000000000001,5000.000000000001,95.30303945108706,411064341.1303757,9.215539133872491,4.382956296590442,-1.322104370090374e-15,300.0000004619692,-728.5995452722408,10.12327071912171,1.56395244491241,0.0130777400435982,16.83282063731155,22.74705477238637,0,0,0
103,-5000,-5000,99.4711151349606,422550795.6443361,9.323904844494191,4.420644228341271,-1.940144532195857e-13,300.0000004498899,-769.4883676689001,10.12327075284543,1.554011248600281,0.01248180242958415,17.41299685650446,23.53107679046811,0,0,0
104,5000.000000000001,5000.000000000001,95.30303945108705,411064341.1303757,9.215539238041332,4.382956283194894,1.619068639800218e-14,300.00000046197,-728.5995452721057,10.12327071925495,1.563952517069559,0.01307774135528323,16.83282050225034,22.74705458989095,0,0,0
105,4999.999999999999,-5000,99.47111513496061,422550795.6443361,9.323904950329721,4.420644214935366,-2.391760840858474e-14,300.0000004498917,-769.4883676738175,10.1232707479237,1.554011317492055,0.01248180365171125,17.41299669544211,23.531076572836,0,0,0
106,-4999.999999999999,4999.999999999999,99.47111513496061,422550795.6443361,9.323904947741964,4.420644214342642,-4.11114802895813e-15,300.0000004498928,-769.4883676751209,10.12327074661755,1.554011294822215,0.01248180328098445,17.4129967045923,23.53107658519821,0,0,0
107,-5000,-5000,103.7556602056505,434358218.493649,9.431234221016975,4.457184360881001,-1.918601470848316e-13,300.0000004382205,-811.5197547564991,10.12327078075009,1.54391188521111,0.01193507221763827,17.97473428938352,24.29018152902992,0,0,0
108,4999.999999999999,4999.999999999999,99.47111513496061,422550795.6443361,9.323905053613341,4.420644200932509,1.39333145297289e-14,300.0000004498933,-769.4883676749877,10.12327074674954,1.554011363721123,0.01248180450319454,17.41299654357413,23.53107636762578,0,0,0
109,5000,-4999.999999999999,103.7556602056505,434358218.493649,9.431234328485447,4.457184347424726,-2.889535317190202e-14,300.0000004382223,-811.5197547613002,10.12327077594443,1.543911950641373,0.01193507335280921,17.97473410328876,24.29018127757019,0,0,0
110,-4999.999999999999,5000,103.7556602056505,434358218.493649,9.431234325879988,4.45718434683391,-4.403939681991624e-17,300.0000004382241,-811.519754762604,10.12327077463624,1.543911928939967,0.01193507300974646,17.97473411464612,24.29018129291507,0,0,0
111,-5000.000000000009,-5000.00000000001,108.1599291909279,446495578.5618327,9.537739048656242,4.492647867200181,-1.922549360490591e-13,300.0000004269317,-854.7256334461256,10.1232708091834,1.533644142098728,0.01143207578309911,18.51682895825339,25.0227419905053,0,0,0
