x_m,y_m,z_m,volume_m3,Ux_m_s,Uy_m_s,Uz_m_s,Urelx_m_s,Urely_m_s,Urelz_m_s,p_m2_s2,k_m2_s2,omega_s_1,nut_m2_s
0.0519347,0.013795999999999999,0.0025000000000000001,4.97915e-08,0.68932800000000005,2.2010299999999998,-9.5384899999999995,2.1340499999999998,-3.2375600000000002,-9.5384899999999995,1.25309,0.788269,1014.86,0.00077673
0.052810599999999999,0.0099085200000000005,0.0025000000000000001,4.9794799999999999e-08,1.05786,2.0676899999999998,-9.4813799999999997,2.0954799999999998,-3.4626100000000002,-9.4813799999999997,1.0224200000000001,0.81116299999999997,894.75,0.00090658000000000004
0.053395900000000003,0.0059667799999999997,0.0025000000000000001,4.9798099999999999e-08,1.38558,1.8416699999999999,-9.4641400000000004,2.0104199999999999,-3.74993,-9.4641400000000004,0.77741199999999999,0.84601899999999997,815.86500000000001,0.00103696
0.053687600000000002,0.0019925099999999999,0.0025000000000000001,4.9801399999999999e-08,1.6216200000000001,1.5525,-9.4629600000000007,1.8302700000000001,-4.0696500000000002,-9.4629600000000007,0.467692,0.87435300000000005,769.54300000000001,0.0011362
0.042857199999999998,0.036440399999999998,0.0025000000000000001,5.2088700000000001e-08,-0.49119800000000002,0.480269,-10.943099999999999,3.32483,-4.0077299999999996,-10.943099999999999,1.2386600000000001,0.68148399999999998,508.97399999999999,0.0013248100000000001
0.045436299999999999,0.033162999999999998,0.0025000000000000001,5.20921e-08,-0.282138,0.69451799999999997,-10.9398,3.19069,-4.0635599999999998,-10.9398,1.44438,0.67826699999999995,593.16200000000003,0.0011434800000000001
0.0477654,0.0297036,0.0025000000000000001,5.2095499999999998e-08,-0.042235300000000003,0.89931700000000003,-10.861000000000001,3.0683199999999999,-4.1026600000000002,-10.861000000000001,1.5841400000000001,0.68867199999999995,743.25999999999999,0.00092655700000000005
0.0498317,0.026081099999999999,0.0025000000000000001,5.2099000000000002e-08,0.18551400000000001,1.10765,-10.660600000000001,2.9167200000000002,-4.1107100000000001,-10.660600000000001,1.57945,0.70945400000000003,890.93299999999999,0.00079630399999999996
0.0516239,0.022315399999999999,0.0025000000000000001,5.2102599999999998e-08,0.35537800000000003,1.32721,-10.349500000000001,2.69224,-4.0788399999999996,-10.349500000000001,1.49733,0.73041199999999995,984.28899999999999,0.00074207099999999996
0.053132100000000002,0.018427200000000001,0.0025000000000000001,5.2106100000000002e-08,0.49503599999999998,1.5307900000000001,-10.0114,2.4247299999999998,-4.0331900000000003,-10.0114,1.3648100000000001,0.74473100000000003,1010.37,0.00073709000000000003
0.054348100000000003,0.014437999999999999,0.0025000000000000001,5.2109699999999998e-08,0.67071599999999998,1.6557200000000001,-9.7180999999999997,2.1826599999999998,-4.0355999999999996,-9.7180999999999997,1.2053400000000001,0.75572099999999998,982.60500000000002,0.00076909999999999999
0.055265099999999998,0.0103696,0.0025000000000000001,5.2113200000000002e-08,0.89697400000000005,1.6584000000000001,-9.4910899999999998,1.98288,-4.1289400000000001,-9.4910899999999998,1.0168900000000001,0.77181699999999998,927.77099999999996,0.00083190499999999997
0.055877999999999997,0.0062444600000000003,0.0025000000000000001,5.21167e-08,1.1421699999999999,1.5303199999999999,-9.3273600000000005,1.79609,-4.3212099999999998,-9.3273600000000005,0.81034300000000004,0.79506900000000003,870.23199999999997,0.000913629
0.0561836,0.0020852399999999999,0.0025000000000000001,5.2120099999999998e-08,1.3446499999999999,1.28999,-9.2199100000000005,1.5630200000000001,-4.5935499999999996,-9.2199100000000005,0.55536799999999997,0.817218,823.06299999999999,0.00099289800000000009
0.044757199999999997,0.038059500000000003,0.0025000000000000001,5.4405999999999998e-08,-0.42136200000000001,0.32251800000000003,-10.852499999999999,3.5642200000000002,-4.3644400000000001,-10.852499999999999,1.0361100000000001,0.62247399999999997,369.92500000000001,0.0014932999999999999
0.047451300000000002,0.034636800000000002,0.0025000000000000001,5.4409500000000002e-08,-0.26388800000000001,0.53224099999999996,-10.8704,3.36327,-4.4368499999999997,-10.8704,1.15039,0.620838,380.77499999999998,0.0015097999999999999
0.049884400000000002,0.031023700000000001,0.0025000000000000001,5.4413099999999998e-08,-0.062394699999999997,0.71497599999999994,-10.818199999999999,3.1863999999999999,-4.5089100000000002,-10.818199999999999,1.2486999999999999,0.62436999999999998,438.399,0.0014242
0.052043100000000002,0.027240299999999999,0.0025000000000000001,5.4416799999999999e-08,0.17022999999999999,0.85187599999999997,-10.7105,3.0228299999999999,-4.5980600000000003,-10.7105,1.25969,0.63254200000000005,535.00900000000001,0.0011823000000000001
0.053915400000000002,0.023307399999999999,0.0025000000000000001,5.4420500000000001e-08,0.39591999999999999,0.95141900000000001,-10.5337,2.8366600000000002,-4.6945899999999998,-10.5337,1.2277800000000001,0.64582300000000004,638.30799999999999,0.0010117699999999999
0.055491100000000002,0.0192464,0.0025000000000000001,5.4424200000000002e-08,0.58397200000000005,1.0341800000000001,-10.308400000000001,2.59945,-4.7768300000000004,-10.308400000000001,1.14798,0.66438299999999995,725.803,0.00091537699999999999
0.056761499999999999,0.0150799,0.0025000000000000001,5.4427899999999997e-08,0.73699400000000004,1.10059,-10.057600000000001,2.31616,-4.8434600000000003,-10.057600000000001,1.04636,0.68719699999999995,784.88,0.00087554400000000002
0.057719600000000003,0.0108307,0.0025000000000000001,5.4431599999999999e-08,0.87612599999999996,1.1258300000000001,-9.7984100000000005,2.01031,-4.9185499999999998,-9.7984100000000005,0.91618900000000003,0.712592,813.53200000000004,0.00087592499999999995
0.058360200000000001,0.0065221400000000001,0.0025000000000000001,5.4435200000000002e-08,1.0138400000000001,1.0779099999999999,-9.5450300000000006,1.6968399999999999,-5.03355,-9.5450300000000006,0.762486,0.73755599999999999,817.57500000000005,0.00090212699999999996
0.058679700000000001,0.00217797,0.0025000000000000001,5.4438699999999999e-08,1.1309100000000001,0.93588800000000005,-9.3159899999999993,1.3589800000000001,-5.2090399999999999,-9.3159899999999993,0.56653799999999999,0.75677499999999998,806.14599999999996,0.00093875600000000001
0.046657200000000003,0.039678699999999997,0.0025000000000000001,5.6723200000000002e-08,-0.33411299999999999,0.23127600000000001,-10.763299999999999,3.8210299999999999,-4.6546500000000002,-10.763299999999999,0.83396599999999999,0.57309500000000002,274.85300000000001,0.00170772
0.049466400000000001,0.036110499999999997,0.0025000000000000001,5.6726899999999997e-08,-0.22027099999999999,0.42130099999999998,-10.7912,3.56121,-4.7588100000000004,-10.7912,0.91533799999999998,0.57362899999999994,266.73000000000002,0.0017200200000000001
0.052003500000000001,0.032343900000000002,0.0025000000000000001,5.6730699999999997e-08,-0.065442399999999998,0.58667199999999997,-10.7631,3.3216000000000001,-4.8591199999999999,-10.7631,0.98989700000000003,0.57761899999999999,282.89999999999998,0.00167432
0.054254400000000001,0.028399600000000001,0.0025000000000000001,5.6734499999999998e-08,0.124485,0.705766,-10.6829,3.09849,-4.9757499999999997,-10.6829,1.0083200000000001,0.58367599999999997,329.39999999999998,0.0015794100000000001
0.056206899999999997,0.024299399999999999,0.0025000000000000001,5.6738399999999997e-08,0.332065,0.77075300000000002,-10.5618,2.87669,-5.1152199999999999,-10.5618,0.99627200000000005,0.59133100000000005,397.863,0.0014718400000000001
0.057849999999999999,0.020065699999999999,0.0025000000000000001,5.6742300000000002e-08,0.53178000000000003,0.78664000000000001,-10.416,2.6330499999999999,-5.2713999999999999,-10.416,0.95082299999999997,0.60099800000000003,474.03699999999998,0.00126783
0.059174900000000002,0.015721800000000001,0.0025000000000000001,5.6746100000000003e-08,0.70378399999999997,0.76668199999999997,-10.2539,2.3501699999999999,-5.4301000000000004,-10.2539,0.879278,0.61507699999999998,546.86300000000006,0.0011247399999999999
0.060174199999999997,0.011291799999999999,0.0025000000000000001,5.6750000000000002e-08,0.83976499999999998,0.72116199999999997,-10.0741,2.02224,-5.58026,-10.0741,0.78222899999999995,0.63507499999999995,609.15999999999997,0.00104254
0.060842399999999998,0.0067998199999999998,0.0025000000000000001,5.6753699999999997e-08,0.93960600000000005,0.64624800000000004,-9.87209,1.65168,-5.7251500000000002,-9.87209,0.66505000000000003,0.659219,655.93600000000004,0.001005
0.061175800000000002,0.0022707000000000001,0.0025000000000000001,5.6757399999999998e-08,0.99826099999999995,0.52898800000000001,-9.6518499999999996,1.2360500000000001,-5.8773299999999997,-9.6518499999999996,0.51861000000000002,0.68211200000000005,685.37699999999995,0.00099523600000000004
0.048557200000000002,0.041297899999999998,0.0025000000000000001,5.9040499999999999e-08,-0.269011,0.16997100000000001,-10.6882,4.0556999999999999,-4.9149200000000004,-10.6882,0.69905499999999998,0.53296200000000005,197.096,0.0020167399999999999
0.051481499999999999,0.037584300000000001,0.0025000000000000001,5.9044399999999998e-08,-0.184531,0.333623,-10.720499999999999,3.7512799999999999,-5.0575099999999997,-10.720499999999999,0.76009199999999999,0.53436300000000003,186.10300000000001,0.0019799100000000001
0.0541226,0.033664100000000002,0.0025000000000000001,5.9048299999999997e-08,-0.063661700000000002,0.47607899999999997,-10.7082,3.46163,-5.19163,-10.7082,0.82111299999999998,0.53883099999999995,187.95500000000001,0.0018832600000000001
0.056465899999999999,0.029558899999999999,0.0025000000000000001,5.9052300000000001e-08,0.088758000000000004,0.58302100000000001,-10.649699999999999,3.1841599999999999,-5.3300700000000001,-10.649699999999999,0.83928000000000003,0.54497600000000002,207.875,0.0017767499999999999
0.058498399999999999,0.025291399999999999,0.0025000000000000001,5.9056299999999999e-08,0.26258599999999999,0.64372300000000005,-10.554399999999999,2.9110900000000002,-5.4822100000000002,-10.554399999999999,0.82917300000000005,0.55166999999999999,246.77199999999999,0.00168355
0.060208999999999999,0.020884900000000001,0.0025000000000000001,5.9060299999999997e-08,0.44089899999999999,0.65027000000000001,-10.438499999999999,2.6279599999999999,-5.6547999999999998,-10.438499999999999,0.79583400000000004,0.55849400000000005,298.01100000000002,0.0016076899999999999
0.061588299999999999,0.016363800000000001,0.0025000000000000001,5.9064300000000002e-08,0.60554600000000003,0.60558299999999998,-10.3165,2.3191600000000001,-5.8439300000000003,-10.3165,0.73955300000000002,0.56646300000000005,355.24700000000001,0.0015702400000000001
0.062628799999999998,0.0117529,0.0025000000000000001,5.90683e-08,0.74048800000000004,0.51892799999999994,-10.1935,1.9712499999999999,-6.0395399999999997,-10.1935,0.661887,0.57624699999999995,412.21600000000001,0.00139792
0.063324599999999995,0.0070775100000000004,0.0025000000000000001,5.9072299999999998e-08,0.83392500000000003,0.39960699999999999,-10.063700000000001,1.57508,-6.2317299999999998,-10.063700000000001,0.56749700000000003,0.58899900000000005,463.64800000000002,0.0012703599999999999
0.063672000000000006,0.0023634400000000001,0.0025000000000000001,5.9076099999999998e-08,0.87574099999999999,0.25501299999999999,-9.9194499999999994,1.12324,-6.4127000000000001,-9.9194499999999994,0.45449800000000001,0.60358500000000004,505.36099999999999,0.00119436
0.050457200000000001,0.0429171,0.0025000000000000001,6.1357800000000002e-08,-0.216386,0.13126499999999999,-10.626099999999999,4.2778799999999997,-5.1525999999999996,-10.626099999999999,0.59089499999999995,0.50160800000000005,136.47200000000001,0.00240281
0.053496700000000001,0.039058000000000002,0.0025000000000000001,6.1361800000000006e-08,-0.15204200000000001,0.26793699999999998,-10.6586,3.93811,-5.3342200000000002,-10.6586,0.63548400000000005,0.50278999999999996,127.117,0.0023137000000000001
0.056241699999999999,0.034984300000000003,0.0025000000000000001,6.1365900000000003e-08,-0.055750399999999999,0.38697599999999999,-10.6555,3.6077900000000001,-5.5026400000000004,-10.6555,0.68601800000000002,0.50657600000000003,124.83499999999999,0.0021655099999999998
0.058677300000000002,0.030718200000000001,0.0025000000000000001,6.137e-08,0.067518800000000004,0.47803400000000001,-10.6137,3.2843200000000001,-5.6666400000000001,-10.6137,0.70649300000000004,0.51213399999999998,133.02799999999999,0.00202009
0.060789900000000001,0.026283399999999998,0.0025000000000000001,6.1374200000000002e-08,0.209563,0.53263300000000002,-10.540699999999999,2.9619499999999999,-5.8332699999999997,-10.540699999999999,0.70264599999999999,0.51845200000000002,153.351,0.00189412
0.062567999999999999,0.0217042,0.0025000000000000001,6.1378400000000004e-08,0.35919099999999998,0.54292700000000005,-10.444000000000001,2.63205,-6.0091799999999997,-10.444000000000001,0.680172,0.524725,184.10900000000001,0.0018046500000000001
0.064001799999999998,0.017005699999999999,0.0025000000000000001,6.1382600000000006e-08,0.50325900000000001,0.50473999999999997,-10.338200000000001,2.2841,-6.1975199999999999,-10.338200000000001,0.63497899999999996,0.53080799999999995,222.56200000000001,0.0017484899999999999
0.0650834,0.012213999999999999,0.0025000000000000001,6.1386700000000003e-08,0.62542399999999998,0.41878900000000002,-10.234,1.9044700000000001,-6.3967299999999998,-10.234,0.56908300000000001,0.53681800000000002,264.11799999999999,0.0017172400000000001
0.065806799999999999,0.0073552000000000001,0.0025000000000000001,6.1390799999999999e-08,0.71107100000000001,0.293603,-10.134499999999999,1.4813099999999999,-6.5976699999999999,-10.134499999999999,0.48946400000000001,0.54331300000000005,304.69799999999998,0.00170743
0.066168099999999994,0.0024561700000000001,0.0025000000000000001,6.1394800000000004e-08,0.74724199999999996,0.14132700000000001,-10.0367,1.0044500000000001,-6.7877799999999997,-10.0367,0.39868900000000002,0.54977900000000002,339.98399999999998,0.00161707
0.0523572,0.044536300000000001,0.0025000000000000001,6.3675099999999998e-08,-0.17618200000000001,0.103405,-10.5754,4.4876500000000004,-5.3794300000000002,-10.5754,0.51016899999999998,0.47664000000000001,92.920000000000002,0.0028775799999999998
0.0555118,0.0405318,0.0025000000000000001,6.36793e-08,-0.126806,0.21580299999999999,-10.6061,4.11768,-5.5973800000000002,-10.6061,0.54166300000000001,0.47739100000000001,86.128299999999996,0.0027143900000000001
0.0583609,0.036304500000000003,0.0025000000000000001,6.3683500000000002e-08,-0.049403599999999999,0.31450899999999998,-10.607900000000001,3.7523900000000001,-5.7970300000000003,-10.607900000000001,0.58354600000000001,0.48021900000000001,83.293700000000001,0.0025036300000000002
0.060888699999999997,0.031877500000000003,0.0025000000000000001,6.3687799999999997e-08,0.051772400000000003,0.39080399999999998,-10.5784,3.38998,-5.9854500000000002,-10.5784,0.60192000000000001,0.48474299999999998,86.627799999999993,0.0023148499999999998
0.063081499999999999,0.027275400000000002,0.0025000000000000001,6.3692100000000004e-08,0.16916,0.43757600000000002,-10.5219,3.0254400000000001,-6.1683000000000003,-10.5219,0.600908,0.49018499999999998,96.915800000000004,0.0021522799999999999
0.064927100000000001,0.022523399999999999,0.0025000000000000001,6.3696500000000004e-08,0.29370099999999999,0.44874799999999998,-10.443,2.6523500000000002,-6.3503999999999996,-10.443,0.5867,0.495865,113.943,0.0020332000000000002
0.066415299999999997,0.017647699999999999,0.0025000000000000001,6.3700799999999998e-08,0.41484700000000002,0.41927799999999998,-10.351800000000001,2.2629100000000002,-6.5357200000000004,-10.351800000000001,0.55435100000000004,0.50127100000000002,136.84,0.0019505900000000001
0.067538100000000004,0.0126751,0.0025000000000000001,6.3705100000000006e-08,0.52002700000000002,0.34769299999999997,-10.257899999999999,1.8473599999999999,-6.7248799999999997,-10.257899999999999,0.50140799999999996,0.50614800000000004,163.697,0.00190661
0.068289100000000005,0.0076328899999999998,0.0025000000000000001,6.3709299999999995e-08,0.59583299999999995,0.238182,-10.168100000000001,1.3951499999999999,-6.9130399999999996,-10.168100000000001,0.43458200000000002,0.51047699999999996,191.71100000000001,0.00189145
0.068664299999999998,0.0025489100000000002,0.0025000000000000001,6.3713499999999997e-08,0.62845899999999999,0.10059899999999999,-10.085100000000001,0.89537999999999995,-7.0899099999999997,-10.085100000000001,0.35868100000000003,0.51396200000000003,217.09399999999999,0.0018950900000000001
0.054257300000000001,0.046155599999999998,0.0025000000000000001,6.5992399999999995e-08,-0.14460600000000001,0.081195100000000006,-10.5337,4.68879,-5.6006200000000002,-10.5337,0.44806099999999999,0.45596100000000001,64.6798,0.0034188999999999999
0.057527000000000002,0.042005599999999997,0.0025000000000000001,6.5996700000000002e-08,-0.10677399999999999,0.173373,-10.5617,4.2920400000000001,-5.8508399999999998,-10.5617,0.468497,0.45636700000000002,60.183500000000002,0.0031749500000000002
0.060479999999999999,0.037624699999999997,0.0025000000000000001,6.6001100000000002e-08,-0.044710300000000001,0.25530999999999998,-10.5661,3.89534,-6.0781400000000003,-10.5661,0.50426499999999996,0.45835399999999998,57.7378,0.0029025100000000001
0.063100199999999995,0.033036900000000001,0.0025000000000000001,6.6005500000000002e-08,0.038257600000000003,0.31911,-10.5451,3.4978699999999998,-6.2887300000000002,-10.5451,0.51983599999999996,0.46183400000000002,58.639299999999999,0.0026625300000000002
0.065373100000000003,0.028267500000000001,0.0025000000000000001,6.6009999999999994e-08,0.13572799999999999,0.35850100000000001,-10.500299999999999,3.0958899999999998,-6.4873500000000002,-10.500299999999999,0.52009499999999997,0.466337,63.804099999999998,0.00246225
0.067286100000000001,0.023342700000000001,0.0025000000000000001,6.6014499999999999e-08,0.24002000000000001,0.36844700000000002,-10.436199999999999,2.6844600000000001,-6.67774,-10.436199999999999,0.50949100000000003,0.47123999999999999,72.859999999999999,0.00231175
0.068828799999999996,0.018289699999999999,0.0025000000000000001,6.6019000000000004e-08,0.34197899999999998,0.34480300000000003,-10.359400000000001,2.2572700000000001,-6.86294,-10.359400000000001,0.48457499999999998,0.475989,85.474500000000006,0.00220623
0.069992700000000005,0.013136200000000001,0.0025000000000000001,6.6023400000000003e-08,0.430871,0.28611700000000001,-10.2768,1.8064899999999999,-7.0434999999999999,-10.2768,0.44383099999999998,0.48023900000000003,100.964,0.0021427199999999999
0.070771399999999998,0.0079105800000000004,0.0025000000000000001,6.6027800000000003e-08,0.495311,0.19490299999999999,-10.1951,1.3237099999999999,-7.2162600000000001,-10.1951,0.39149200000000001,0.48377199999999998,117.955,0.0021149099999999998
0.071160500000000002,0.0026416500000000002,0.0025000000000000001,6.6032099999999997e-08,0.52391299999999996,0.078850000000000003,-10.1191,0.80054599999999998,-7.3730599999999997,-10.1191,0.33019599999999999,0.48635699999999998,134.24199999999999,0.0021222799999999998
0.056157400000000003,0.047774799999999999,0.0025000000000000001,6.8309700000000005e-08,-0.11916,0.0618977,-10.498799999999999,4.8838100000000004,-5.8188899999999997,-10.498799999999999,0.399474,0.43810500000000002,49.220999999999997,0.0040233100000000004
0.059542200000000003,0.043479400000000001,0.0025000000000000001,6.8314100000000004e-08,-0.090698000000000001,0.137876,-10.523999999999999,4.4624600000000001,-6.0973600000000001,-10.523999999999999,0.41067300000000001,0.43824999999999997,46.537300000000002,0.0037040100000000002
0.062599199999999994,0.038944899999999998,0.0025000000000000001,6.8318700000000001e-08,-0.041418299999999998,0.20644199999999999,-10.5296,4.03688,-6.3489300000000002,-10.5296,0.44197399999999998,0.43957000000000002,44.730600000000003,0.0033744600000000001
0.0653117,0.034196200000000003,0.0025000000000000001,6.8323299999999999e-08,0.026193600000000001,0.26023499999999999,-10.514099999999999,3.6072099999999998,-6.5791899999999996,-10.514099999999999,0.45498100000000002,0.44206899999999999,44.230499999999999,0.00308239
0.067664699999999994,0.029259500000000001,0.0025000000000000001,6.8327899999999996e-08,0.106946,0.293711,-10.478300000000001,3.1709999999999998,-6.7921199999999997,-10.478300000000001,0.45502700000000001,0.44555800000000001,45.624899999999997,0.0028423900000000002
0.069645200000000004,0.024161999999999999,0.0025000000000000001,6.8332599999999999e-08,0.19426399999999999,0.302427,-10.425700000000001,2.7244999999999999,-6.9908000000000001,-10.425700000000001,0.44610699999999998,0.44958500000000001,49.132300000000001,0.00265613
0.071242399999999997,0.0189316,0.0025000000000000001,6.8337199999999996e-08,0.28023100000000001,0.282974,-10.3611,2.26275,-7.1775099999999998,-10.3611,0.42568699999999998,0.45373200000000002,55.177300000000002,0.0025219700000000001
0.072447399999999995,0.0135973,0.0025000000000000001,6.8341800000000007e-08,0.35561500000000001,0.23427899999999999,-10.2898,1.77952,-7.3524000000000003,-10.2898,0.39292700000000003,0.45760000000000001,63.461300000000001,0.00243758
0.073253700000000005,0.0081882799999999992,0.0025000000000000001,6.8346400000000004e-08,0.410636,0.158499,-10.2172,1.2681100000000001,-7.5126099999999996,-10.2172,0.35081699999999999,0.46084999999999998,73.0625,0.0024004400000000002
0.073656799999999994,0.0027343799999999998,0.0025000000000000001,6.8350800000000003e-08,0.43565799999999999,0.062137900000000003,-10.148199999999999,0.72200200000000003,-7.6511800000000001,-10.148199999999999,0.30215399999999998,0.46320499999999998,82.679599999999994,0.0024092800000000002
0.058057499999999998,0.049394100000000003,0.0025000000000000001,7.0627000000000001e-08,-0.098336400000000004,0.044892899999999999,-10.4695,5.0742000000000003,-6.0348699999999997,-10.4695,0.36103200000000002,0.42228100000000002,44.359400000000001,0.0047286100000000003
0.061557399999999998,0.044953199999999999,0.0025000000000000001,7.0631599999999998e-08,-0.077868999999999994,0.108337,-10.491899999999999,4.6296200000000001,-6.3379300000000001,-10.491899999999999,0.36404599999999998,0.42216599999999999,42.941200000000002,0.0043660299999999999
0.064718399999999995,0.040265099999999998,0.0025000000000000001,7.0636300000000001e-08,-0.039494799999999997,0.16663900000000001,-10.497999999999999,4.17706,-6.6106600000000002,-10.497999999999999,0.39172499999999999,0.42293999999999998,41.7102,0.0039851900000000004
0.067523200000000005,0.035355600000000001,0.0025000000000000001,7.0641000000000004e-08,0.0149952,0.21296899999999999,-10.4862,3.7174200000000002,-6.8580399999999999,-10.4862,0.40213900000000002,0.42463400000000001,40.792700000000004,0.0036381999999999999
0.069956299999999999,0.0302516,0.0025000000000000001,7.0645799999999999e-08,0.081428700000000007,0.24235599999999999,-10.457000000000001,3.2493699999999999,-7.08345,-10.457000000000001,0.40128799999999998,0.42716300000000001,40.424700000000001,0.0033417099999999999
0.072004299999999993,0.024981300000000001,0.0025000000000000001,7.0650599999999993e-08,0.154278,0.25077300000000002,-10.4133,2.7703099999999998,-7.2895000000000003,-10.4133,0.39305899999999999,0.43031599999999998,40.871400000000001,0.0031036499999999999
0.073655899999999996,0.0195736,0.0025000000000000001,7.0655400000000001e-08,0.22675799999999999,0.23522499999999999,-10.358599999999999,2.2765,-7.4779999999999998,-10.358599999999999,0.375558,0.43383500000000003,42.485500000000002,0.0029237500000000001
0.074902099999999999,0.0140584,0.0025000000000000001,7.0660199999999996e-08,0.29092699999999999,0.194824,-10.2972,1.76312,-7.6489099999999999,-10.2972,0.34851500000000002,0.43734200000000001,45.375399999999999,0.0028007100000000001
0.075735999999999998,0.0084659799999999997,0.0025000000000000001,7.0664899999999999e-08,0.33837400000000001,0.13150100000000001,-10.2334,1.2249300000000001,-7.79955,-10.2334,0.314251,0.44043399999999999,49.268599999999999,0.0027359200000000002
0.076152999999999998,0.0028271199999999998,0.0025000000000000001,7.0669499999999996e-08,0.36094799999999999,0.050923499999999997,-10.1716,0.65700400000000003,-7.9238,-10.1716,0.27513799999999999,0.44275199999999998,53.578099999999999,0.0027353199999999999
0.0599576,0.0510134,0.0025000000000000001,7.2944299999999998e-08,-0.081581000000000001,0.0309562,-10.4453,5.2605300000000002,-6.2477799999999997,-10.4453,0.33151999999999998,0.40833599999999998,47.6905,0.0056065300000000002
0.063572600000000007,0.046427099999999999,0.0025000000000000001,7.2949e-08,-0.068424600000000002,0.0852604,-10.465400000000001,4.7934099999999997,-6.5720400000000003,-10.465400000000001,0.325567,0.40798099999999998,47.081600000000002,0.0052945900000000001
0.066837599999999997,0.041585400000000002,0.0025000000000000001,7.2953900000000001e-08,-0.039551000000000003,0.136208,-10.471500000000001,4.3152600000000003,-6.8630100000000001,-10.471500000000001,0.34872700000000001,0.40828100000000001,46.283799999999999,0.0048705399999999996
