x_m,y_m,z_m
-4.964190152,-13.91700212,0.0
-5.042188635,-13.88751817,0.0
-5.120392853,-13.85750829,0.0
-5.198810822,-13.82696326,0.0
-5.277450461,-13.79587317,0.0
-5.356319681,-13.76422766,0.0
-5.435426408,-13.73201599,0.0
-5.514778555,-13.69922701,0.0
-5.594384408,-13.66584996,0.0
-5.674251815,-13.63187278,0.0
-5.75438887,-13.59728361,0.0
-5.834803685,-13.56207025,0.0
-5.91550396,-13.5262194,0.0
-5.996498165,-13.48971897,0.0
-6.077794165,-13.45255538,0.0
-6.159399587,-13.41471436,0.0
-6.241322266,-13.37618179,0.0
-6.323569817,-13.33694293,0.0
-6.406149432,-13.29698206,0.0
-6.489068884,-13.25628435,0.0
-6.572334889,-13.21483291,0.0
-6.655954198,-13.1726108,0.0
-6.739934338,-13.12960233,0.0
-6.824281622,-13.08578957,0.0
-6.909001742,-13.04115351,0.0
-6.994100662,-12.99567561,0.0
-7.079585628,-12.94933932,0.0
-7.165462437,-12.90212567,0.0
-7.251736666,-12.85401531,0.0
-7.338413505,-12.80498826,0.0
-7.425497737,-12.75502399,0.0
-7.512993851,-12.70410152,0.0
-7.600904429,-12.65219714,0.0
-7.689234026,-12.59929019,0.0
-7.777986117,-12.54535851,0.0
-7.867164118,-12.49037992,0.0
-7.956769835,-12.43433013,0.0
-8.046803928,-12.37718344,0.0
-8.137268423,-12.31891628,0.0
-8.228164531,-12.25950414,0.0
-8.31949263,-12.1989216,0.0
-8.411253747,-12.13714429,0.0
-8.503446678,-12.07414516,0.0
-8.596069735,-12.00989684,0.0
-8.689120981,-11.94437199,0.0
-8.782597586,-11.87754242,0.0
-8.876496239,-11.80937974,0.0
-8.970813299,-11.73985549,0.0
-9.065542617,-11.66893859,0.0
-9.160678768,-11.5965993,0.0
-9.25621531,-11.5228071,0.0
-9.352145283,-11.44753129,0.0
-9.448460735,-11.37074051,0.0
-9.545151431,-11.29240141,0.0
-9.642209004,-11.21248314,0.0
-9.739622555,-11.13095261,0.0
-9.837380024,-11.04777607,0.0
-9.93546759,-10.9629185,0.0
-10.03387089,-10.87634501,0.0
-10.13257342,-10.78801918,0.0
-10.23156167,-10.69790817,0.0
-10.33081852,-10.60597614,0.0
-10.43032276,-10.51218413,0.0
-10.53005631,-10.41649685,0.0
-10.62999632,-10.31887527,0.0
-10.73011902,-10.21928042,0.0
-10.8304025,-10.11767569,0.0
-10.93082082,-10.01402171,0.0
-11.03134569,-9.908277953,0.0
-11.1319507,-9.800406314,0.0
-11.232606,-9.690366623,0.0
-11.33328116,-9.578119109,0.0
-11.43394121,-9.463621301,0.0
-11.53455152,-9.346831976,0.0
-11.63507535,-9.227709255,0.0
-11.73547253,-9.106209701,0.0
-11.83570435,-8.982291966,0.0
-11.93572687,-8.85591195,0.0
-12.0354993,-8.727028762,0.0
-12.13497528,-8.595598611,0.0
-12.23410635,-8.46157741,0.0
-12.33284216,-8.324920893,0.0
-12.43112929,-8.185583947,0.0
-12.52891627,-8.04352371,0.0
-12.62614654,-7.898695196,0.0
-12.72275618,-7.75105027,0.0
-12.81868736,-7.600545441,0.0
-12.91387533,-7.447134312,0.0
-13.00825178,-7.290769649,0.0
-13.10174397,-7.131403058,0.0
-13.1942842,-6.968989801,0.0
-13.28580092,-6.803483962,0.0
-13.37621582,-6.634837208,0.0
-13.46544939,-6.463001574,0.0
-13.55341485,-6.287926681,0.0
-13.64002907,-6.109564652,0.0
-13.72519916,-5.927864194,0.0
-13.80883532,-5.742776105,0.0
-13.89083708,-5.554247722,0.0
-13.97110639,-5.362228278,0.0
-14.04953877,-5.16666562,0.0
-14.12602432,-4.96750712,0.0
-14.20044664,-4.764700059,0.0
-14.27268627,-4.558193845,0.0
-14.34262128,-4.347941701,0.0
-14.41012339,-4.133901993,0.0
-14.47505404,-3.916041356,0.0
-14.53726666,-3.694341861,0.0
-14.59660497,-3.468810465,0.0
-14.6528991,-3.239493339,0.0
-14.70596968,-3.00649967,0.0
-14.75561968,-2.770033759,0.0
-14.80163987,-2.53044439,0.0
-14.84380747,-2.288289093,0.0
-14.88189683,-2.044412761,0.0
-14.91568985,-1.800020374,0.0
-14.94500601,-1.556704543,0.0
-14.96974903,-1.316360334,0.0
-14.98994381,-1.080925945,0.0
-15.00576075,-0.8519669395,0.0
-15.0174966,-0.6302395404,0.0
-15.02551299,-0.4154223387,0.0
-15.03015364,-0.2061091238,0.0
-15.03166865,9.984328487e-25,0.0
-15.03015364,0.2061091238,0.0
-15.02551299,0.4154223387,0.0
-15.0174966,0.6302395404,0.0
-15.00576075,0.8519669395,0.0
-14.98994381,1.080925945,0.0
-14.96974903,1.316360334,0.0
-14.94500601,1.556704543,0.0
-14.91568985,1.800020374,0.0
-14.88189683,2.044412761,0.0
-14.84380747,2.288289093,0.0
-14.80163987,2.53044439,0.0
-14.75561968,2.770033759,0.0
-14.70596968,3.00649967,0.0
-14.6528991,3.239493339,0.0
-14.59660497,3.468810465,0.0
-14.53726666,3.694341861,0.0
-14.47505404,3.916041356,0.0
-14.41012339,4.133901993,0.0
-14.34262128,4.347941701,0.0
-14.27268627,4.558193845,0.0
-14.20044664,4.764700059,0.0
-14.12602432,4.96750712,0.0
-14.04953877,5.16666562,0.0
-13.97110639,5.362228278,0.0
-13.89083708,5.554247722,0.0
-13.80883532,5.742776105,0.0
-13.72519916,5.927864194,0.0
-13.64002907,6.109564652,0.0
-13.55341485,6.287926681,0.0
-13.46544939,6.463001574,0.0
-13.37621582,6.634837208,0.0
-13.28580092,6.803483962,0.0
-13.1942842,6.968989801,0.0
-13.10174397,7.131403058,0.0
-13.00825178,7.290769649,0.0
-12.91387533,7.447134312,0.0
-12.81868736,7.600545441,0.0
-12.72275618,7.75105027,0.0
-12.62614654,7.898695196,0.0
-12.52891627,8.04352371,0.0
-12.43112929,8.185583947,0.0
-12.33284216,8.324920893,0.0
-12.23410635,8.46157741,0.0
-12.13497528,8.595598611,0.0
-12.0354993,8.727028762,0.0
-11.93572687,8.85591195,0.0
-11.83570435,8.982291966,0.0
-11.73547253,9.106209701,0.0
-11.63507535,9.227709255,0.0
-11.53455152,9.346831976,0.0
-11.43394121,9.463621301,0.0
-11.33328116,9.578119109,0.0
-11.232606,9.690366623,0.0
-11.1319507,9.800406314,0.0
-11.03134569,9.908277953,0.0
-10.93082082,10.01402171,0.0
-10.8304025,10.11767569,0.0
-10.73011902,10.21928042,0.0
-10.62999632,10.31887527,0.0
-10.53005631,10.41649685,0.0
-10.43032276,10.51218413,0.0
-10.33081852,10.60597614,0.0
-10.23156167,10.69790817,0.0
-10.13257342,10.78801918,0.0
-10.03387089,10.87634501,0.0
-9.93546759,10.9629185,0.0
-9.837380024,11.04777607,0.0
-9.739622555,11.13095261,0.0
-9.642209004,11.21248314,0.0
-9.545151431,11.29240141,0.0
-9.448460735,11.37074051,0.0
-9.352145283,11.44753129,0.0
-9.25621531,11.5228071,0.0
-9.160678768,11.5965993,0.0
-9.065542617,11.66893859,0.0
-8.970813299,11.73985549,0.0
-8.876496239,11.80937974,0.0
-8.782597586,11.87754242,0.0
-8.689120981,11.94437199,0.0
-8.596069735,12.00989684,0.0
-8.503446678,12.07414516,0.0
-8.411253747,12.13714429,0.0
-8.31949263,12.1989216,0.0
-8.228164531,12.25950414,0.0
-8.137268423,12.31891628,0.0
-8.046803928,12.37718344,0.0
-7.956769835,12.43433013,0.0
-7.867164118,12.49037992,0.0
-7.777986117,12.54535851,0.0
-7.689234026,12.59929019,0.0
-7.600904429,12.65219714,0.0
-7.512993851,12.70410152,0.0
-7.425497737,12.75502399,0.0
-7.338413505,12.80498826,0.0
-7.251736666,12.85401531,0.0
-7.165462437,12.90212567,0.0
-7.079585628,12.94933932,0.0
-6.994100662,12.99567561,0.0
-6.909001742,13.04115351,0.0
-6.824281622,13.08578957,0.0
-6.739934338,13.12960233,0.0
-6.655954198,13.1726108,0.0
-6.572334889,13.21483291,0.0
-6.489068884,13.25628435,0.0
-6.406149432,13.29698206,0.0
-6.323569817,13.33694293,0.0
-6.241322266,13.37618179,0.0
-6.159399587,13.41471436,0.0
-6.077794165,13.45255538,0.0
-5.996498165,13.48971897,0.0
-5.91550396,13.5262194,0.0
-5.834803685,13.56207025,0.0
-5.75438887,13.59728361,0.0
-5.674251815,13.63187278,0.0
-5.594384408,13.66584996,0.0
-5.514778555,13.69922701,0.0
-5.435426408,13.73201599,0.0
-5.356319681,13.76422766,0.0
-5.277450461,13.79587317,0.0
-5.198810822,13.82696326,0.0
-5.120392853,13.85750829,0.0
-5.042188635,13.88751817,0.0
-4.964190152,13.91700212,0.0
-4.886389716,13.94596962,0.0
-4.808779736,13.97442992,0.0
-4.73135261,14.00239173,0.0
-4.654100578,14.02986284,0.0
-4.577015848,14.05685038,0.0
-4.500091627,14.0833634,0.0
-4.423320679,14.1094093,0.0
-4.346695888,14.1349952,0.0
-4.270210218,14.16012778,0.0
-4.193856396,14.18481244,0.0
-4.117628138,14.20905658,0.0
-4.041518853,14.23286613,0.0
-3.965522191,14.25624703,0.0
-3.88963197,14.27920499,0.0
-3.813842101,14.30174528,0.0
-3.738146499,14.32387247,0.0
-3.662539219,14.34559074,0.0
-3.587015028,14.36690571,0.0
-3.511568409,14.38782137,0.0
-3.436194233,14.40834216,0.0
-3.360887454,14.428472,0.0
-3.285643155,14.44821441,0.0
-3.210456792,14.46757335,0.0
-3.135324022,14.4865527,0.0
-3.060240565,14.50515571,0.0
-2.985202326,14.52338547,0.0
-2.9102054,14.54124491,0.0
-2.83524607,14.5587368,0.0
-2.760320806,14.57586376,0.0
-2.685426264,14.59262827,0.0
-2.610559283,14.60903267,0.0
-2.535716766,14.62507867,0.0
-2.46089599,14.64076863,0.0
-2.386094316,14.65610443,0.0
-2.311309293,14.67108788,0.0
-2.236538589,14.68572044,0.0
-2.161780216,14.7000043,0.0
-2.087032237,14.71394106,0.0
-2.012292853,14.72753214,0.0
-1.937560412,14.74077889,0.0
-1.862833384,14.75368243,0.0
-1.788110436,14.76624412,0.0
-1.713390318,14.77846497,0.0
-1.638671883,14.79034582,0.0
-1.563954165,14.8018878,0.0
-1.489236158,14.81309107,0.0
-1.414517229,14.82395737,0.0
-1.339796702,14.83448761,0.0
-1.265073967,14.84468257,0.0
-1.19034845,14.85454275,0.0
-1.115619693,14.86406895,0.0
-1.040887287,14.87326193,0.0
-0.9661508357,14.88212224,0.0
-0.8914099896,14.89065051,0.0
-0.8166644083,14.89884729,0.0
-0.7419137538,14.90671311,0.0
-0.6671576731,14.91424839,0.0
-0.5923957878,14.9214535,0.0
-0.5176276813,14.92832873,0.0
-0.4428529333,14.93487479,0.0
-0.3680710245,14.94109206,0.0
-0.2932813559,14.94698091,0.0
-0.2184832332,14.95254168,0.0
-0.143675847,14.9577746,0.0
-0.06885824516,14.9626797,0.0
0.005970622444,14.96725756,0.0
0.08081200565,14.97150821,0.0
0.1556673135,14.97543198,0.0
0.2305381585,14.97902904,0.0
0.3054263789,14.98229938,0.0
0.3803340361,14.98524309,0.0
0.4552634445,14.9878603,0.0
0.5302171964,14.99015096,0.0
0.6051981788,14.99211491,0.0
0.680209587,14.99375204,0.0
0.755254951,14.99506212,0.0
0.8136971817,14.99587397,0.0
0.8601568195,14.9963648,0.0
0.8973310122,14.99666154,0.0
0.9273183226,14.99684095,0.0
0.9517517154,14.99694941,0.0
0.9719020698,14.99701499,0.0
0.988758717,14.99705463,0.0
1.003092086,14.9970786,0.0
1.015502428,14.99709309,0.0
1.026457706,14.99710185,0.0
1.036323058,14.99710715,0.0
1.045383712,14.99711035,0.0
1.053862808,14.99711229,0.0
1.061935243,14.99711346,0.0
1.069738457,14.99711416,0.0
1.077380805,14.99711459,0.0
1.084948077,14.99711485,0.0
1.092508567,14.99711501,0.0
1.100117015,14.9971151,0.0
1.107817672,14.99711516,0.0
1.115646689,14.99711519,0.0
1.123633977,14.99711521,0.0
1.131804646,14.99711523,0.0
1.140180136,14.99711523,0.0
1.148779095,14.99711524,0.0
1.157618059,14.99711524,0.0
1.16671199,14.99711524,0.0
1.176074693,14.99711524,0.0
1.185719139,14.99711524,0.0
1.195657724,14.99711524,0.0
1.205902471,14.99711524,0.0
1.216465187,14.99711525,0.0
1.227357588,14.99711525,0.0
1.238591405,14.99711525,0.0
1.250178457,14.99711525,0.0
1.262130722,14.99711525,0.0
1.274460389,14.99711525,0.0
1.2871799,14.99711525,0.0
1.300301991,14.99711525,0.0
1.313839722,14.99711525,0.0
1.327806508,14.99711525,0.0
1.342216137,14.99711525,0.0
1.357082802,14.99711525,0.0
1.372421114,14.99711525,0.0
1.388246127,14.99711525,0.0
1.404573355,14.99711525,0.0
1.421418791,14.99711525,0.0
1.438798925,14.99711525,0.0
1.456730762,14.99711525,0.0
1.47523184,14.99711525,0.0
1.49432025,14.99711525,0.0
1.514014652,14.99711525,0.0
1.534334298,14.99711525,0.0
1.555299046,14.99711525,0.0
1.576929384,14.99711525,0.0
1.59924645,14.99711525,0.0
1.622272049,14.99711525,0.0
1.64602868,14.99711525,0.0
1.670539555,14.99711525,0.0
1.695828622,14.99711525,0.0
1.721920591,14.99711525,0.0
1.748840953,14.99711525,0.0
1.77661601,14.99711525,0.0
1.805272899,14.99711525,0.0
1.834839616,14.99711525,0.0
1.86534505,14.99711525,0.0
1.896819004,14.99711525,0.0
1.929292228,14.99711525,0.0
1.962796447,14.99711525,0.0
1.997364395,14.99711525,0.0
2.033029845,14.99711525,0.0
2.069827642,14.99711525,0.0
2.107793737,14.99711525,0.0
2.146965222,14.99711525,0.0
2.187380367,14.99711525,0.0
2.229078657,14.99711525,0.0
2.272100832,14.99711525,0.0
2.316488923,14.99711525,0.0
2.362286297,14.99711525,0.0
2.409537698,14.99711525,0.0
2.458289289,14.99711525,0.0
2.508588701,14.99711525,0.0
2.560485077,14.99711525,0.0
2.614029116,14.99711525,0.0
2.669273131,14.99711525,0.0
2.726271096,14.99711525,0.0
2.785078696,14.99711525,0.0
2.845753386,14.99711525,0.0
2.908354445,14.99711525,0.0
2.972943032,14.99711525,0.0
3.039582251,14.99711525,0.0
3.108337207,14.99711525,0.0
3.179275073,14.99711525,0.0
3.252465154,14.99711525,0.0
3.327978956,14.99711525,0.0
3.405890256,14.99711525,0.0
3.486275171,14.99711525,0.0
3.569212237,14.99711525,0.0
3.654782483,14.99711525,0.0
3.743069509,14.99711525,0.0
3.834159571,14.99711525,0.0
3.928141663,14.99711525,0.0
4.025107605,14.99711525,0.0
4.12515213,14.99711525,0.0
4.228372982,14.99711525,0.0
4.334871006,14.99711525,0.0
4.444750249,14.99711525,0.0
4.558118062,14.99711525,0.0
4.675085204,14.99711525,0.0
4.795765951,14.99711525,0.0
4.920278206,14.99711525,0.0
5.048743617,14.99711525,0.0
5.181287692,14.99711525,0.0
5.318039926,14.99711525,0.0
5.459133924,14.99711525,0.0
5.604707533,14.99711525,0.0
5.754902977,14.99711525,0.0
5.909866996,14.99711525,0.0
6.069750986,14.99711525,0.0
6.234711154,14.99711525,0.0
6.404908663,14.99711525,0.0
6.580509795,14.99711525,0.0
6.761686109,14.99711525,0.0
6.948614613,14.99711525,0.0
7.141477934,14.99711525,0.0
7.340464497,14.99711525,0.0
7.545768709,14.99711525,0.0
7.757591151,14.99711525,0.0
7.97613877,14.99711525,0.0
8.201625086,14.99711525,0.0
8.434270396,14.99711525,0.0
8.67430199,14.99711525,0.0
8.921954379,14.99711525,0.0
9.177469514,14.99711525,0.0
9.441097032,14.99711525,0.0
9.713094494,14.99711525,0.0
9.993727637,14.99711525,0.0
10.28327064,14.99711525,0.0
10.58200638,14.99711525,0.0
10.89022671,14.99711525,0.0
11.20823278,14.99711525,0.0
11.53633526,14.99711525,0.0
11.8748547,14.99711525,0.0
12.22412185,14.99711525,0.0
12.58447792,14.99711525,0.0
12.95627498,14.99711525,0.0
13.33987627,14.99711525,0.0
13.73565657,14.99711525,0.0
14.14400254,14.99711525,0.0
14.56531315,14.99711525,0.0
15.0,14.99711525,0.0
15.0,12.80175693,0.0
15.0,10.92768727,0.0
15.0,9.327886623,0.0
15.0,7.962216354,0.0
15.0,6.796411609,0.0
15.0,5.801221422,0.0
15.0,4.951679077,0.0
15.0,4.226470263,0.0
15.0,3.607399172,0.0
15.0,3.078933031,0.0
15.0,2.627813621,0.0
15.0,2.242721274,0.0
15.0,1.913994471,0.0
15.0,1.633384351,0.0
15.0,1.393849564,0.0
15.0,1.189379591,0.0
15.0,1.01484211,0.0
15.0,0.8658556828,0.0
15.0,0.7386809128,0.0
15.0,0.6301244964,0.0
15.0,0.5374605564,0.0
15.0,0.4583623479,0.0
15.0,0.3908436219,0.0
15.0,0.3332089634,0.0
15.0,0.2840113205,0.0
15.0,0.2420152741,0.0
15.0,0.2061665637,0.0
15.0,0.1755651076,0.0
15.0,0.1494428331,0.0
15.0,0.1271439708,0.0
15.0,0.1081089244,0.0
15.0,0.0918598444,0.0
15.0,0.077989,0.0
15.0,0.0661482693,0.0
15.0,0.0560404953,0.0
15.0,0.0474120706,0.0
15.0,0.0400464552,0.0
15.0,0.0337588125,0.0
15.0,0.0283913896,0.0
15.0,0.0238094971,0.0
15.0,0.0198981629,0.0
15.0,0.0165592614,0.0
15.0,0.013709009,0.0
15.0,0.0112758884,0.0
15.0,0.0091988507,0.0
15.0,0.0074257868,0.0
15.0,0.0059122099,0.0
15.0,0.0046201433,0.0
15.0,0.0035171687,0.0
15.0,0.0025756125,0.0
15.0,0.0017718512,0.0
15.0,0.0010857186,0.0
15.0,0.0005,0.0
15.0,3.120688456e-24,0.0
