x_m,y_m,z_m,volume_m3,U_x,U_y,U_z,p,T,rho,b,ft,Xi,k,epsilon,nut,alphat,Su,St,Tu,betav
7.106543050000001,-14.377183500000003,0.17750000000000005,0.8563263002395265,0.0010077669,-0.0038122471,3.4447347e-05,100000.6,287.00049,1.2090305,1.0,5.700676e-70,1.0,0.00014948983,4.1270252e-06,0.0004873362,0.00024482761,0.0,0.0,287.00049,1.0
8.003576900000002,-14.377183500000005,0.17750000000000002,1.0275916022907048,0.0011164871,-0.0035808485,3.2145931e-05,100000.57,287.00047,1.2090302,1.0,3.1756962e-74,1.0,0.00014948958,4.1270151e-06,0.00048733576,0.00024482761,0.0,0.0,287.00047,1.0
9.080017550000003,-14.377183500000001,0.17750000000000002,1.2331099437504809,0.0012118262,-0.0032838554,2.9211206e-05,100000.53,287.00043,1.2090299,1.0,1.2036982e-78,1.0,0.00014948925,4.127002e-06,0.00048733519,0.00024482761,0.0,0.0,287.00043,1.0
10.371746499999999,-14.3771835,0.1775,1.479732268526767,0.0012778008,-0.0029140494,2.5581927e-05,100000.48,287.00039,1.2090294,1.0,2.7239988e-83,1.0,0.00014948884,4.1269855e-06,0.00048733447,0.00024482761,0.0,0.0,287.00039,1.0
11.921820999999998,-14.377183499999997,0.1775,1.7756778821666495,0.0012948192,-0.0024718532,2.1272214e-05,100000.4,287.00033,1.2090287,1.0,3.4829967e-88,1.0,0.00014948835,4.1269656e-06,0.0004873336,0.00024482761,0.0,0.0,287.00033,1.0
13.781910500000002,-14.377183500000001,0.1775,2.1308145086818184,0.0012447066,-0.0019716732,1.6432029e-05,100000.31,287.00025,1.209028,1.0,2.1855073e-93,1.0,0.00014948778,4.1269427e-06,0.00048733259,0.00024482761,0.0,0.0,287.00025,1.0
16.014018000000007,-14.377183500000005,0.17750000000000005,2.5569765703527105,0.0011225223,-0.0014501203,1.1439359e-05,100000.21,287.00017,1.209027,1.0,8.4882882e-99,1.0,0.00014948717,4.1269183e-06,0.0004873315,0.00024482761,0.0,0.0,287.00017,1.0
18.692546500000002,-14.377183500000001,0.17750000000000005,3.0683716744068876,0.00098196562,-0.00097316913,7.0227314e-06,100000.11,287.00009,1.2090262,1.0,1.8056772e-104,1.0,0.00014948659,4.1268952e-06,0.00048733045,0.00024482761,0.0,0.0,287.00009,1.0
21.906781,-14.3771835,0.17750000000000002,3.6820468493537324,0.00093212517,-0.0005884764,3.8519943e-06,100000.07,287.00006,1.2090258,1.0,2.1654331e-110,1.0,0.00014948605,4.1268738e-06,0.00048732947,0.00024482761,0.0,0.0,287.00006,1.0
-17.619920999999998,-11.670634499999998,0.17750000000000002,3.1029196275368873,-0.0012308441,-0.00056722791,5.1929509e-06,100000.07,287.00006,1.2090258,1.0,4.8558231e-102,1.0,0.00014948648,4.1268909e-06,0.00048733022,0.00024482761,0.0,0.0,287.00006,1.0
-14.362376999999995,-11.670634499999997,0.1775,2.57542229726815,-0.0014576353,-0.0011236978,1.1528621e-05,100000.2,287.00016,1.209027,1.0,4.0867584e-96,1.0,0.00014948721,4.1269197e-06,0.00048733157,0.00024482761,0.0,0.0,287.00016,1.0
-11.6586155,-11.670634499999995,0.17749999999999996,2.137601465457314,-0.0017981623,-0.0017987651,1.9748763e-05,100000.38,287.00031,1.2090285,1.0,1.7907231e-90,1.0,0.00014948802,4.1269522e-06,0.00048733304,0.00024482761,0.0,0.0,287.00031,1.0
-9.414493049999999,-11.670634499999998,0.17750000000000002,1.7742089635748641,-0.0020669656,-0.0025208944,2.8723609e-05,100000.53,287.00043,1.2090299,1.0,4.0194312e-85,1.0,0.00014948891,4.1269879e-06,0.0004873346,0.00024482761,0.0,0.0,287.00043,1.0
-7.5518715499999995,-11.670634500000002,0.17750000000000002,1.4725934598132,-0.0021968167,-0.0032265272,3.7554559e-05,100000.65,287.00053,1.2090309,1.0,4.5438864e-80,1.0,0.00014948976,4.1270224e-06,0.00048733609,0.00024482761,0.0,0.0,287.00053,1.0
-6.00589575,-11.670634499999997,0.17749999999999996,1.222252473157776,-0.0022063701,-0.0038763311,4.5718479e-05,100000.75,287.00061,1.2090317,1.0,4.1142197e-75,1.0,0.00014949053,4.1270533e-06,0.00048733743,0.00024482761,0.0,0.0,287.00061,1.0
-4.72273585,-11.6706345,0.1775,1.0144696268042313,-0.0021258666,-0.0044455426,5.2908726e-05,100000.82,287.00067,1.2090324,1.0,1.698553e-70,1.0,0.00014949118,4.1270797e-06,0.00048733857,0.00024482761,0.0,0.0,287.00067,1.0
-3.6577131,-11.6706345,0.17750000000000002,0.8420097736877206,-0.0019860972,-0.004922401,5.8971103e-05,100000.88,287.00072,1.2090329,1.0,4.0951308e-66,1.0,0.00014949171,4.1271011e-06,0.0004873395,0.00024482761,0.0,0.0,287.00072,1.0
-2.7737442499999996,-11.670634499999998,0.17749999999999994,0.6988680720686821,-0.0018138776,-0.0053069468,6.3890065e-05,100000.92,287.00075,1.2090332,1.0,5.9647583e-62,1.0,0.00014949213,4.127118e-06,0.00048734024,0.00024482761,0.0,0.0,287.00075,1.0
-2.0400501,-11.6706345,0.17750000000000002,0.580060547753244,-0.0016301476,-0.0056077554,6.7759104e-05,100000.96,287.00078,1.2090335,1.0,4.6220509e-58,1.0,0.00014949245,4.127131e-06,0.00048734081,0.00024482761,0.0,0.0,287.00078,1.0
-1.4310839000000002,-11.6706345,0.1775,0.4814503034429978,-0.0014494494,-0.0058377477,7.0730502e-05,100000.98,287.0008,1.2090337,1.0,1.93447e-54,1.0,0.00014949269,4.1271407e-06,0.00048734123,0.00024482761,0.0,0.0,287.0008,1.0
-0.9256419799999999,-11.670634499999998,0.17749999999999996,0.3996036577283491,-0.0012806793,-0.0060107942,7.2974342e-05,100001.0,287.00081,1.2090339,1.0,4.5154159e-51,1.0,0.00014949287,4.127148e-06,0.00048734155,0.00024482761,0.0,0.0,287.00081,1.0
-0.50612522,-11.6706345,0.17750000000000002,0.3316710714745023,-0.0011284169,-0.0061396525,7.4649807e-05,100001.01,287.00083,1.209034,1.0,7.1431138e-48,1.0,0.00014949301,4.1271533e-06,0.00048734179,0.00024482761,0.0,0.0,287.00083,1.0
-0.15792629,-11.670634499999998,0.1775,0.2752869872320739,-0.00099429483,-0.0062350557,7.5892903e-05,100001.02,287.00083,1.2090341,1.0,6.0358879e-45,1.0,0.0001494931,4.1271573e-06,0.00048734196,0.00024482761,0.0,0.0,287.00083,1.0
0.163846155,-11.670634499999998,0.17749999999999996,0.285606116495926,-0.0008644154,-0.0063135357,7.6916968e-05,100001.03,287.00084,1.2090342,1.0,1.644144e-42,1.0,0.00014949318,4.1271605e-06,0.0004873421,0.00024482761,0.0,0.0,287.00084,1.0
0.49153846500000004,-11.670634499999998,0.17750000000000002,0.285606116495926,-0.00072724948,-0.0063824792,7.7817736e-05,100001.04,287.00085,1.2090342,1.0,3.8995386e-42,1.0,0.00014949325,4.1271633e-06,0.00048734223,0.00024482761,0.0,0.0,287.00085,1.0
0.81923077,-11.670634499999998,0.1775,0.2856061077802464,-0.00058577915,-0.0064397541,7.8566847e-05,100001.04,287.00085,1.2090343,1.0,9.7789335e-42,1.0,0.00014949331,4.1271657e-06,0.00048734233,0.00024482761,0.0,0.0,287.00085,1.0
1.14692306,-11.6706345,0.1775,0.28560609034888723,-0.00044078029,-0.0064847705,7.9155999e-05,100001.05,287.00085,1.2090343,1.0,1.9151299e-41,1.0,0.00014949336,4.1271675e-06,0.00048734241,0.00024482761,0.0,0.0,287.00085,1.0
1.4746153499999999,-11.670634499999998,0.17749999999999996,0.28560610778024664,-0.00029309321,-0.0065170525,7.957843e-05,100001.05,287.00086,1.2090344,1.0,3.5764783e-41,1.0,0.00014949339,4.1271688e-06,0.00048734247,0.00024482761,0.0,0.0,287.00086,1.0
